eventNumber clusterCharge clusterPE clusterMaxPE clusterChargeBalance clusterHits clusterTime
859 0.0107922 9.43773 1.57396 0.351007 9 8
860 0.0264688 22.6423 3.64894 0.264256 18 8.55556
861 0.0324862 27.4974 6.80395 0.309816 17 11.6471
862 0.0435222 34.9283 5.58945 0.250756 21 7.90476
863 0.00936802 7.80466 1.63907 0.397478 8 13.5
865 0.0201613 16.0216 3.79139 0.354894 11 6
867 0.00787962 6.74404 1.5299 0.361469 8 8.25
868 0.00640485 5.21654 2.73471 0.590221 5 4
870 0.0163582 14.1781 3.62011 0.371082 11 9.81818
871 0.0190569 15.739 1.69795 0.258647 15 9.2
873 0.0272626 24.39 4.50851 0.282779 17 6.35294
874 0.0354902 30.6139 2.87427 0.210182 25 11.84
875 0.00973666 8.12866 1.23197 0.342591 10 9.6
879 0.0115498 10.0166 1.75972 0.362211 8 11
880 0.0144567 12.8313 8.95287 0.708604 5 11.2
882 0.018089 15.0781 1.72376 0.279728 13 9.23077
883 0.00642294 4.66904 1.70788 0.490858 5 7.6
887 0.0248598 19.5112 1.88862 0.226333 19 9.36842
889 0.0195214 16.0946 2.13256 0.31594 14 10.1429
890 0.0129901 10.6282 2.4947 0.364378 9 9.77778
891 0.0130154 12.6641 7.20306 0.603448 5 11.2
893 0.019158 15.962 2.74791 0.298896 13 12.6154
894 0.00984922 8.29501 2.58327 0.419438 7 10.2857
897 0.019198 15.3868 2.92762 0.335017 10 7.8
899 0.0098634 7.27293 2.60731 0.47529 6 7.33333
900 0.0298726 25.0291 3.58298 0.276434 16 6
901 0.0167446 13.4149 1.83254 0.261237 15 7.73333
902 0.0164147 13.9073 1.28434 0.249389 16 9.625
903 0.0263611 22.5042 2.14557 0.226622 21 8.85714
904 0.0141626 11.8751 2.69938 0.359657 9 6.88889
907 0.0114695 9.20553 3.69209 0.481432 6 9.66667
908 0.0241384 20.5995 3.19881 0.286479 16 8.125
909 0.0199339 16.2755 2.41462 0.262095 15 10.1333
910 0.0246963 21.4393 3.43114 0.263589 17 9.05882
912 0.0181832 14.6154 2.31668 0.270556 15 8.8
913 0.0236996 19.8294 2.72215 0.263883 15 7.86667
915 0.0195316 15.973 3.00491 0.338138 10 7
920 0.0107144 8.57503 2.07131 0.407671 8 7.25
921 0.0387595 31.2918 4.95609 0.239592 23 12.6087
924 0.023591 21.9426 3.85038 0.292069 15 7.06667
925 0.0177124 13.7173 2.07558 0.272368 15 7.73333
926 0.0212159 17.9771 4.28097 0.382958 9 8.44444
928 0.0312141 24.1781 4.10059 0.26354 20 11.1
930 0.00883154 6.90907 2.35828 0.507148 5 8.8
931 0.0162086 14.1254 2.02509 0.296529 12 8.66667
936 0.0250479 20.4373 4.09528 0.295849 14 8.71429
939 0.0364703 30.093 2.22865 0.198065 27 10.7407
940 0.00993378 8.31314 1.74814 0.383181 7 7.71429
942 0.0202293 17.0758 3.82779 0.35735 11 5.63636
944 0.0145138 13.0622 1.7224 0.274282 15 7.46667
945 0.0166448 14.3717 1.48742 0.266664 15 9.33333
949 0.0160507 12.7952 2.27187 0.331877 10 10.2
951 0.0124198 9.90926 2.34592 0.35169 9 18.2222
952 0.0256564 21.6332 3.59268 0.306424 14 5.28571
953 0.0288814 23.4527 4.21705 0.308737 12 7.5
955 0.0146088 12.5213 4.80501 0.449397 8 6.5
956 0.0308887 26.7716 2.868 0.229935 21 8.95238
962 0.0106168 8.15605 2.31301 0.445356 6 7.66667
963 0.0191847 16.7251 1.9227 0.251857 17 10.3529
965 0.0130979 11.5172 5.15946 0.511513 7 6
966 0.0113507 9.55145 2.00437 0.342668 9 7.11111
967 0.0214839 17.3827 3.0886 0.276703 15 11.6
968 0.0252022 19.7482 6.60621 0.406782 10 6.2
969 0.0128074 9.8878 2.74206 0.415222 7 8.57143
971 0.0306834 28.0934 7.75677 0.345683 15 10.9333
973 0.0245264 20.071 2.43824 0.250525 19 14.5263
974 0.0184157 16.1759 3.12026 0.298792 14 7
976 0.0217214 16.837 3.38212 0.305986 13 8.46154
977 0.0205877 16.707 4.93765 0.362491 12 5.83333
978 0.0317766 27.127 5.15873 0.265561 20 10.5
980 0.0206479 17.3935 2.65409 0.290173 15 9.46667
982 0.0148798 15.2317 3.79395 0.387275 9 4.66667
983 0.0198757 16.7443 3.56621 0.332669 13 5.84615
984 0.0113993 9.19893 2.088 0.391855 8 4.25
985 0.0129201 11.2075 1.56665 0.30103 11 10
986 0.00748326 6.35104 1.90067 0.459301 5 5.2
987 0.0157076 12.7562 1.97751 0.304966 12 11.6667
988 0.0134767 10.9544 4.63758 0.472549 8 7.5
990 0.0212474 18.6357 2.77559 0.25627 16 9.5
992 0.0288378 23.1819 3.91993 0.262039 17 9.76471
993 0.025161 19.9129 4.65573 0.348014 11 15.2727
994 0.00365196 2.75561 1.16335 0.528942 5 8
995 0.0108898 8.93165 1.93787 0.378138 8 6.5
997 0.0104651 10.0152 2.35043 0.412679 7 6.85714
999 0.0187163 15.6706 2.45661 0.294648 13 8.92308
