eventNumber clusterCharge clusterPE clusterMaxPE clusterChargeBalance clusterHits clusterTime
63 0.0178079 14.112 4.69498 0.404918 11 9.27273
64 0.112283 97.0709 15.7014 0.218221 51 13.9608
65 0.0782113 68.1063 11.1906 0.270878 33 9.75758
67 0.0530116 45.2166 7.12488 0.261706 23 9.21739
68 0.0980289 81.8065 5.94994 0.179814 37 7.94595
70 0.0292005 24.7472 6.05695 0.315027 15 7.73333
73 0.0634575 54.0858 9.96714 0.24763 34 11.3529
75 0.0752837 62.4576 8.09525 0.244947 26 6.15385
76 0.0469413 38.099 3.334 0.185232 33 12.7879
77 0.0741888 62.3052 14.1148 0.258224 39 10.7692
78 0.0588495 51.2747 7.24279 0.21328 31 8.64516
79 0.0210021 19.7909 2.52453 0.304004 14 10.4286
80 0.0755258 56.8349 9.03331 0.263101 24 7.08333
81 0.0139775 11.9266 2.0109 0.295827 12 8.16667
82 0.139157 117.456 9.08149 0.161999 58 11.069
84 0.0849462 73.4064 9.31227 0.199149 42 10.5714
87 0.102352 86.3626 7.08587 0.158818 52 8.92308
88 0.0777927 64.6815 5.51496 0.15626 44 10.3182
89 0.122123 99.6432 11.5531 0.194695 42 8.95238
90 0.132456 114.088 12.9224 0.16971 52 10.6154
91 0.0805726 68.6877 11.0952 0.25296 31 9.41935
92 0.0547551 46.7124 8.70019 0.237685 29 9.44828
93 0.116546 97.8351 4.91805 0.133119 59 9.66102
94 0.0871935 71.1745 9.05263 0.230805 35 8
99 0.0861042 73.9998 6.79125 0.202865 37 8.05405
100 0.0498918 40.6272 4.93307 0.205717 29 9.17241
101 0.00854765 8.21197 1.49563 0.382371 7 6
103 0.0704576 61.2732 7.48357 0.20837 32 6.9375
104 0.104392 86.973 11.8845 0.189267 46 10.8696
105 0.098832 83.2652 5.92112 0.143795 54 10.1111
106 0.0585526 49.0894 4.34217 0.170836 40 12.25
108 0.0974886 82.3403 6.45036 0.156431 51 11.7647
111 0.0167123 13.7299 1.9514 0.282199 13 10
112 0.0211229 17.642 3.70145 0.302499 15 13.3333
113 0.0734821 60.9036 3.21055 0.145067 44 11.2727
114 0.0602415 49.5624 4.80923 0.203776 32 10.5625
116 0.0182826 15.4012 2.95473 0.315301 12 9.83333
117 0.0215247 19.0264 5.55946 0.397346 12 7.5
118 0.00827423 6.68414 3.99328 0.653448 4 6
120 0.0526547 42.4439 6.20093 0.212123 34 8.76471
121 0.0295502 24.0565 2.22074 0.219125 22 12.2727
122 0.0505684 41.7017 5.10174 0.232371 24 9.5
124 0.0501722 42.4611 7.15429 0.24038 26 11.5385
126 0.0355589 31.625 3.73306 0.21646 27 11.1111
127 0.131898 112.338 8.26381 0.140348 67 9.22388
130 0.118475 100.784 5.51529 0.121654 69 10.087
131 0.0860525 71.6033 4.6264 0.159047 45 8.44444
132 0.102669 83.7154 7.30762 0.185896 47 11.617
133 0.0732851 65.4051 5.50671 0.180921 39 8.66667
134 0.0484251 41.1344 4.72524 0.225512 27 8.96296
135 0.0864576 71.9364 5.22062 0.153816 49 9.34694
137 0.044722 37.5865 4.52855 0.239186 28 12.5
138 0.0386262 32.6804 3.04098 0.211881 24 12.5833
139 0.0924108 77.8851 9.16746 0.215603 36 9.38889
140 0.0582693 48.2868 8.74341 0.298364 21 9.42857
141 0.0133014 10.5578 2.39082 0.348388 10 10.2
142 0.139979 122.106 10.0321 0.142717 70 9.42857
143 0.0937019 75.6846 8.01425 0.197026 38 8.94737
144 0.106987 90.7408 5.91814 0.137283 57 9.50877
145 0.0705113 59.347 8.49874 0.197857 37 8.16216
147 0.0813514 66.6576 4.77945 0.179834 37 7.83784
151 0.0357376 31.2571 8.16697 0.294047 24 12.4167
152 0.0508873 43.3443 14.008 0.364935 24 8
155 0.111204 92.5023 5.63077 0.135355 60 10.3
156 0.13696 116.598 7.25445 0.154054 53 8.75472
158 0.0373092 33.2157 3.39003 0.202815 27 11.6296
159 0.0520185 42.1234 7.13439 0.228823 31 12.7097
160 0.0454657 37.5306 2.70005 0.167184 35 11.0286
164 0.0161504 13.1884 2.23589 0.360434 11 9.63636
165 0.0677158 61.6695 9.00499 0.222648 34 8.70588
168 0.061606 52.935 11.5671 0.264788 33 9.27273
169 0.112644 91.1966 8.25913 0.169097 51 11.5686
172 0.105573 87.4514 9.2301 0.167111 57 10.0351
173 0.0757931 69.1399 18.5319 0.360136 24 8.91667
174 0.0846966 70.2424 5.18317 0.198895 35 9.37143
175 0.0890649 75.1569 5.80404 0.169887 48 10.1667
176 0.104814 89.1147 10.0384 0.176655 51 10.2745
177 0.101561 86.1514 7.16868 0.190404 49 11.9184
178 0.0816816 68.7912 3.98534 0.151959 50 12.28
179 0.0954563 81.4386 8.57843 0.190736 45 11.2
183 0.0550066 44.4533 4.56801 0.199666 32 9.875
186 0.0564882 46.2834 6.90488 0.216154 34 9.41176
188 0.121767 99.9739 6.40155 0.151345 50 8.44
190 0.0950671 80.2485 8.65476 0.20405 47 12.6383
194 0.024063 18.9074 3.1912 0.319775 12 5.66667
195 0.0353717 29.2999 3.29413 0.228742 23 8.86957
196 0.0685689 61.3947 12.1893 0.244677 36 10.2222
199 0.037695 29.8609 2.79828 0.199597 28 9.92857
200 0.109011 90.0214 6.6061 0.149956 55 11.2
201 0.0577219 49.329 6.91744 0.222383 30 8.73333
202 0.0609736 52.397 8.32546 0.245671 33 10.9697
203 0.0360257 31.4717 3.897 0.235354 23 9.30435
204 0.0357087 28.4692 2.14922 0.190943 28 11.2857
205 0.0451081 38.0359 6.89531 0.276088 22 11.8182
207 0.0635203 50.0056 7.77415 0.255728 27 12
208 0.0874244 71.7376 9.25621 0.204749 38 11.8947
209 0.089495 74.0526 4.65687 0.147383 50 9
210 0.0160615 14.331 2.42274 0.312719 11 8.54545
211 0.0205925 16.9888 2.96057 0.298275 14 9.71429
212 0.0892874 76.8967 10.3866 0.226704 39 11.5897
213 0.0771714 66.1522 12.173 0.242434 35 12.1143
214 0.0736295 62.8591 4.31802 0.161023 43 11.4884
215 0.0627639 54.2474 10.624 0.256923 35 11.2571
218 0.113743 96.393 10.3197 0.19179 50 9.76
220 0.100451 83.946 6.39537 0.146195 59 11.2203
221 0.0770152 64.3767 3.31318 0.135208 52 11
223 0.0824504 71.5385 12.4106 0.263696 27 8.66667
225 0.0559958 47.7078 7.68857 0.238565 31 9.80645
226 0.0125115 10.1206 1.63191 0.295245 12 10.6667
228 0.0676205 58.7056 5.385 0.164683 42 11.7143
229 0.0684729 61.7209 30.0218 0.492175 26 8.92308
230 0.105322 88.5961 4.07915 0.132735 60 12
234 0.0847572 73.6074 11.2886 0.232299 32 10.625
241 0.0397614 37.3228 8.42915 0.29538 25 8.64
242 0.10879 89.7565 36.0708 0.413947 38 8.73684
245 0.0827775 72.7107 37.8273 0.558607 23 11.1304
246 0.0304051 24.8163 3.11704 0.261966 22 14.9091
247 0.103124 85.6502 13.6082 0.246895 42 11.7619
248 0.100327 81.5895 7.38737 0.210037 31 8
249 0.0587197 48.2016 4.5738 0.187875 31 10.9032
250 0.0819628 66.2389 19.824 0.366921 23 7.65217
252 0.0374711 29.7696 9.83902 0.3822 16 9.25
255 0.0805043 67.1063 9.8746 0.240512 38 13.4737
256 0.0698069 61.0491 6.44847 0.167389 45 12.5778
257 0.111468 92.2645 5.87847 0.156225 50 10.72
259 0.115406 95.3805 5.23846 0.143896 61 10.1967
260 0.049649 40.3987 3.00099 0.182849 29 10.8276
263 0.0795475 66.5125 4.86696 0.149896 47 8.29787
264 0.0252449 21.4354 2.14327 0.243863 18 12.2222
265 0.100823 85.0287 11.0774 0.199386 45 9.24444
266 0.110181 90.2858 9.19353 0.161298 55 10.3636
267 0.0921547 76.718 6.68574 0.201626 35 6.8
268 0.0594769 48.4519 6.09551 0.215914 29 11.1724
270 0.0574171 46.2048 4.85507 0.206323 32 11.5
273 0.0565438 47.0045 7.42913 0.227164 31 11.4194
274 0.0847395 63.4375 8.89598 0.21624 34 8.64706
276 0.0776985 66.7107 7.32947 0.194503 38 10.3684
278 0.0566723 51.8809 6.15756 0.229197 29 10.8966
279 0.119523 97.1532 7.24563 0.158436 52 10.7692
280 0.0227974 18.4874 5.41521 0.42588 10 6.6
282 0.103725 87.885 10.8677 0.176754 56 9.92857
284 0.0960912 78.2314 7.57246 0.191243 45 8.93333
285 0.11968 99.1364 10.352 0.185208 45 11.7333
288 0.102877 84.4051 10.6976 0.201642 38 8.68421
289 0.0110433 9.19485 2.72311 0.408418 8 7
291 0.0950451 79.1545 6.33656 0.182337 40 9.2
292 0.0751909 66.1633 13.1374 0.268253 30 12.2667
293 0.0426375 34.6396 4.4398 0.237508 23 11.3913
295 0.0578457 47.89 8.41604 0.262039 25 9.12
296 0.0905118 75.1698 8.66558 0.181818 48 11.7917
298 0.0334066 27.8135 3.65066 0.25092 18 10.4444
299 0.111523 96.206 14.8299 0.216801 43 7.67442
300 0.139323 118.285 10.5205 0.14863 60 10.3667
302 0.0910679 74.4754 9.22058 0.212325 35 11.2
304 0.106357 89.4908 4.97516 0.139915 51 9.37255
306 0.0792603 67.2364 3.96613 0.145467 51 11.9608
309 0.0785385 65.9986 8.55084 0.225915 30 8.13333
310 0.0221805 20.1333 3.20878 0.26661 17 7.88235
311 0.0367803 30.1098 3.89205 0.247667 22 9.36364
312 0.0982944 79.2592 12.0401 0.198567 48 9.54167
313 0.0661773 55.8798 5.80787 0.204514 36 8.94444
315 0.0331361 25.3567 5.12984 0.323838 18 8.11111
317 0.051462 43.3508 9.88624 0.302149 27 12.963
318 0.0967435 80.1229 8.54819 0.184798 45 8.4
320 0.127209 109.313 8.39016 0.155688 58 10.4483
321 0.0393642 33.9896 5.13893 0.248356 23 11.6522
322 0.0422725 33.0623 4.26336 0.252812 23 11.6522
323 0.102897 90.5804 5.37704 0.132723 62 13.0323
324 0.119436 98.301 13.723 0.184258 45 8.26667
326 0.00561761 5.03722 1.38628 0.459531 6 8.33333
327 0.0905708 75.4318 6.68035 0.179407 45 10.8889
329 0.086283 70.2004 14.6015 0.269798 33 12.7879
332 0.070893 59.9415 7.71204 0.207318 32 7.6875
333 0.0260351 22.2985 4.26225 0.287135 19 9.89474
334 0.0316083 26.5444 4.05672 0.257756 20 10.1
336 0.023695 19.5185 2.43573 0.253538 17 14.5882
340 0.0909378 74.2159 6.18554 0.177015 44 10.2727
341 0.0928292 74.9649 9.36157 0.189386 43 10.0465
343 0.11479 97.8816 7.71948 0.152698 52 9.73077
346 0.0714832 62.8683 8.2099 0.175942 49 11.4694
347 0.0484361 39.3701 6.72174 0.257978 25 8.24
349 0.0539617 44.9339 4.97927 0.210114 27 9.7037
350 0.102472 85.3222 12.386 0.182336 56 11
351 0.0248729 21.4313 7.51561 0.387842 15 15.4667
353 0.054087 44.053 9.38925 0.284757 24 8.5
354 0.0977134 83.3519 7.44564 0.148053 55 10.8364
355 0.011655 9.40306 1.15121 0.283055 12 13.3333
357 0.0738668 61.2135 4.4832 0.148114 46 11.5217
358 0.037983 32.2503 2.56917 0.187421 28 10.2857
360 0.0096453 7.83455 1.71346 0.33959 10 8.2
361 0.00602047 5.67602 1.58005 0.45146 5 15.2
362 0.0502004 41.9439 3.31274 0.187514 33 9.93939
363 0.0619101 50.1529 4.20152 0.187324 35 10.2286
364 0.10627 88.1529 8.60733 0.186068 50 10.4
365 0.0851751 67.3152 12.1462 0.237813 33 9.81818
367 0.11413 94.2902 5.7787 0.142233 55 9.56364
368 0.0440387 38.7217 7.36356 0.262391 25 8.24
369 0.0591175 52.112 10.397 0.25934 28 8.5
370 0.034439 29.2079 2.08339 0.193891 26 8
375 0.0710889 60.8412 6.27572 0.196585 41 11.3171
377 0.0874379 67.8563 9.74252 0.196713 46 13.6522
378 0.0702732 58.8976 10.3582 0.231836 36 8.27778
379 0.0648343 52.2287 8.77581 0.224617 32 7.4375
381 0.0717334 58.5789 14.534 0.271864 34 8.41176
383 0.0821147 73.2386 11.5836 0.237819 35 7.71429
384 0.0597846 49.9465 3.1807 0.191706 29 10.8276
385 0.065701 56.3389 9.0392 0.269892 26 9.61538
387 0.11938 101.846 4.48566 0.118892 67 9.19403
388 0.0801386 67.2232 6.37548 0.18737 36 8.83333
393 0.126266 105.839 8.83817 0.181569 46 8.30435
394 0.0534754 43.902 4.76326 0.206099 30 12.0667
395 0.0749631 64.93 6.77437 0.205998 40 11.7
396 0.0613072 52.9275 11.9427 0.284156 27 8.81481
397 0.093587 80.777 6.24916 0.162397 47 10.5532
398 0.0774638 63.3063 23.0787 0.400802 27 9.18519
399 0.0923259 78.1718 9.10171 0.179372 47 8.55319
400 0.0421297 35.5613 4.02458 0.202311 27 8.74074
401 0.0960768 81.5505 8.88924 0.1922 45 10.4889
402 0.0387224 32.5493 6.38208 0.260762 26 10.5385
405 0.0594042 48.3007 8.15253 0.22512 30 9.06667
406 0.0903784 75.4385 5.07263 0.153439 52 10.8462
408 0.120467 99.1094 4.84706 0.14253 61 11.7049
410 0.022536 19.0473 3.07122 0.299174 15 12.4
411 0.099695 85.8956 8.36871 0.161986 52 9.88462
412 0.0204904 16.3598 2.92748 0.289919 13 10.7692
413 0.0522129 42.7798 5.64719 0.237044 27 6.96296
415 0.0327417 25.6447 3.98452 0.248349 21 11.2381
418 0.0818012 68.1856 10.198 0.238926 34 9.70588
419 0.0750109 62.5213 9.5558 0.241605 36 10.2778
420 0.040131 33.1646 3.75471 0.214728 32 10.75
423 0.0359379 30.8474 6.1143 0.300252 18 6.44444
427 0.0155627 14.6921 3.26631 0.318751 12 8.33333
430 0.10624 90.9555 8.5024 0.193966 37 8.43243
431 0.0632873 50.8613 4.6019 0.180698 35 10
432 0.0568232 48.7059 3.51115 0.162251 40 11.15
435 0.0480597 41.6306 6.32062 0.23667 26 7.76923
436 0.0912617 76.3307 4.58726 0.156602 46 10
437 0.0649063 57.0411 7.70769 0.208538 38 9.47368
438 0.0689201 57.9768 7.22674 0.202659 34 11.5294
439 0.0998315 83.3875 7.17716 0.18118 40 8.85
442 0.0139573 11.7004 2.65197 0.379959 9 7.77778
443 0.011223 9.23235 2.41725 0.3939 7 11.4286
445 0.105212 90.1433 11.6764 0.191464 49 9.55102
450 0.102933 83.4876 7.55471 0.185158 42 9.71429
451 0.0507258 45.6595 5.08999 0.215771 26 9.69231
452 0.0644338 55.131 5.91589 0.176066 41 12.0488
453 0.0734749 59.7814 24.2046 0.42791 25 7.76
454 0.060186 47.9692 6.1522 0.187293 38 10.7368
455 0.12807 108.667 9.37201 0.188888 51 11.451
456 0.11066 91.2689 6.08427 0.13799 54 9.96296
457 0.0734097 61.3532 8.37813 0.194473 38 9.05263
458 0.0446703 41.8892 12.1836 0.327563 24 8.33333
459 0.0414177 38.4562 6.90391 0.269848 22 9.36364
461 0.0542376 43.6959 4.57544 0.216529 32 13.5
462 0.0616282 50.8766 9.19014 0.275938 26 8.76923
465 0.0311891 27.3073 5.11091 0.280717 19 10.6316
466 0.0297201 24.6444 4.02893 0.241745 21 9.33333
468 0.0178672 15.2147 2.08956 0.30172 15 12.6667
469 0.068139 56.8209 4.50052 0.170612 39 9.48718
470 0.0599293 49.3504 11.5809 0.279217 25 9.04
472 0.0505509 42.5489 4.33501 0.19906 30 9.26667
473 0.0744893 61.4592 3.9228 0.163073 43 12.2326
474 0.099313 82.2853 7.39052 0.169938 51 10.6275
475 0.0642386 54.8473 4.92843 0.176713 37 11.2973
477 0.0568436 47.5417 4.58202 0.183897 38 10.6842
478 0.135215 114.406 26.7533 0.316602 33 7.45455
479 0.0908975 74.7444 10.1986 0.217626 34 7.94118
480 0.0678958 58.5361 15.8277 0.351789 23 8.78261
481 0.0601186 51.9325 6.29369 0.205794 35 10.5714
482 0.0904598 75.3389 9.95304 0.210034 37 11.1892
483 0.0349348 28.6903 4.43872 0.271212 17 7.64706
484 0.0313628 25.9628 3.92159 0.249173 23 11.913
485 0.0236455 20.385 6.9616 0.458981 12 6
487 0.0442793 38.104 7.21046 0.265847 28 9.85714
488 0.0734266 62.3509 4.84692 0.164156 41 10.9756
494 0.0948455 79.1731 7.7859 0.197597 34 9.35294
496 0.0909176 80.5739 8.03459 0.199623 45 9.86667
497 0.0447176 38.4768 4.49546 0.197745 29 9.44828
499 0.0448384 36.9747 9.75988 0.341885 18 8.33333
501 0.0338966 27.3052 4.43839 0.26893 20 13
502 0.1048 88.4982 9.90282 0.20039 38 9.78947
504 0.0962604 80.3805 41.4586 0.519932 29 10.2759
505 0.111299 94.7024 7.85893 0.172709 49 11.5102
506 0.108806 90.8661 5.84118 0.156537 46 9.04348
508 0.0706555 59.522 14.8775 0.314168 23 8.08696
510 0.0106443 9.55867 2.19913 0.361691 10 9.6
511 0.0628943 54.7238 5.4228 0.190969 39 13.0256
512 0.0481462 41.4115 2.53845 0.168956 34 11.1176
513 0.12772 110.154 13.0154 0.161651 63 9.55556
514 0.0553509 49.4125 7.8328 0.296134 22 7.63636
515 0.0615462 52.4905 5.52485 0.200248 38 9.73684
516 0.0875006 72.9094 5.91106 0.16178 46 11.2609
517 0.0636859 50.6027 6.27132 0.196998 37 12.5405
519 0.0575192 47.6644 5.18585 0.184939 33 10.9091
521 0.00923486 7.6474 2.00953 0.39999 7 11.4286
522 0.0733682 60.5056 7.28096 0.191266 40 12.05
524 0.107877 87.8036 13.2639 0.241704 37 9.67568
526 0.0540515 44.3056 3.83814 0.205397 27 8.74074
528 0.0633022 52.4666 3.37786 0.163867 39 12.5128
529 0.093664 78.2896 7.08222 0.172475 46 9.34783
531 0.0983478 84.3191 7.99256 0.195759 45 8.35556
535 0.130133 109.03 6.25321 0.135367 61 10.5246
538 0.0414565 35.1785 4.15591 0.208086 28 10.7857
540 0.0458964 38.2435 4.1803 0.206271 28 11.1429
543 0.0607905 49.5415 4.97542 0.207339 34 9.41176
544 0.0932862 78.0389 20.7375 0.33232 28 9.5
545 0.0907322 77.4064 8.93662 0.227579 32 10.8125
546 0.0961864 79.3788 7.88449 0.161348 47 9.70213
547 0.102804 85.4096 5.99495 0.133023 60 11.5333
548 0.0661265 54.0233 4.56202 0.177967 37 10.8108
549 0.0122288 12.3298 3.31569 0.423956 7 6.85714
550 0.0689461 57.2707 4.90806 0.173743 39 11.641
551 0.0165993 14.1677 3.86327 0.37269 12 6.83333
553 0.0698438 58.7934 3.13306 0.159012 43 10.6977
554 0.0203433 17.4359 4.96509 0.391327 10 7.6
555 0.0984112 83.8345 5.67879 0.160919 48 12
556 0.127643 100.847 13.4221 0.223989 35 7.6
557 0.0259061 22.3331 4.13648 0.275772 17 10.4706
558 0.0786034 66.8004 8.49491 0.174123 45 8.48889
559 0.0308946 24.8624 3.85112 0.259864 19 10.8421
560 0.0694677 63.8249 12.1726 0.245576 37 8
561 0.109676 92.8793 10.715 0.181398 46 9.08696
563 0.0650182 54.3073 27.5586 0.515627 23 12.1739
564 0.0495019 41.6878 10.6268 0.288857 26 8.92308
568 0.0153355 12.8945 2.4527 0.331867 11 12
573 0.0136682 11.6679 3.75744 0.411117 8 9
574 0.0202885 16.4807 3.0349 0.303737 14 11.1429
575 0.0874172 77.6735 14.3343 0.292576 31 8.96774
577 0.0900646 76.1764 13.9937 0.262741 29 8.55172
579 0.0937611 80.1616 19.7434 0.285874 37 9.35135
583 0.134263 111.774 8.45972 0.146615 63 10.7937
584 0.132045 108.871 11.0216 0.154573 57 10.1053
585 0.0854508 70.0942 5.35484 0.153565 47 10.9787
586 0.0785471 69.9705 11.2968 0.243029 37 10.1081
588 0.0785751 64.2225 8.32456 0.216933 36 10.8889
589 0.0944437 79.5976 7.55186 0.185713 44 11.9091
592 0.0529485 44.4498 8.34303 0.259575 28 9.35714
593 0.120208 98.4101 15.7014 0.233861 46 10
594 0.0248127 20.8379 2.93945 0.237585 21 10
595 0.0493602 41.1789 5.92275 0.208575 33 10.4242
596 0.102848 86.1013 7.30827 0.16305 52 11.0385
597 0.0131573 11.4052 1.55899 0.302988 11 15.0909
600 0.0276983 24.1274 2.29917 0.232429 19 8.52632
602 0.00972026 7.37941 1.42491 0.377075 7 10.2857
603 0.0632601 54.4696 5.68282 0.194255 34 10.4706
605 0.0319988 26.1626 2.50198 0.210315 24 9.75
606 0.125166 103.099 9.97045 0.16835 57 12.7018
607 0.105256 91.9463 6.30341 0.160034 53 9.73585
608 0.0572732 48.3848 6.57802 0.22797 26 8
609 0.119197 98.6692 5.18773 0.138636 58 9.13793
610 0.0122062 10.3022 1.39833 0.304035 11 9.63636
611 0.0850321 72.456 10.6637 0.207829 38 10.9474
613 0.0941044 78.3019 9.39268 0.210942 35 9.25714
615 0.0753411 63.0012 7.75838 0.211996 34 10.8824
616 0.113002 95.3033 5.10423 0.134628 56 9.57143
617 0.0126858 10.4759 2.20815 0.332994 10 11.4
618 0.0951941 78.9853 13.982 0.248114 38 11.0526
619 0.0359538 31.3027 2.68643 0.193193 28 10.7143
620 0.020146 18.2049 1.97301 0.263222 15 8.66667
621 0.0900164 75.9033 14.2522 0.232812 40 8.7
622 0.0940826 78.5904 4.50586 0.151884 51 11.0196
623 0.0954592 80.4763 8.01785 0.186032 42 7.19048
624 0.0354185 27.7103 3.50489 0.217357 28 9.85714
626 0.092747 75.7748 6.26357 0.199217 39 11.7949
627 0.0733637 62.8386 6.64214 0.198892 36 9.44444
630 0.0666018 56.2468 3.02599 0.157151 39 11.0256
631 0.0838361 70.4657 11.1432 0.208836 42 9.52381
632 0.114577 95.5914 4.07322 0.12321 62 10.2581
633 0.0177315 13.4445 2.19394 0.27162 15 14.4
634 0.00760722 6.69713 1.26097 0.386383 7 11.7143
635 0.103114 83.8172 6.96331 0.147878 56 12.5714
637 0.0673966 56.2394 5.27915 0.192366 37 8.91892
638 0.0674077 54.1947 11.1005 0.314061 25 8.88
640 0.0292467 24.5352 17.1129 0.701502 10 9
642 0.0128345 11.2746 2.7306 0.353465 9 8.88889
643 0.110081 91.381 5.04634 0.139608 56 9.75
644 0.0631978 54.1486 6.50575 0.196401 33 9.75758
645 0.0286794 23.1017 3.79315 0.26887 17 11.6471
647 0.0876922 68.8728 11.5184 0.262584 26 8.15385
648 0.00541234 4.38371 1.19188 0.466021 5 32.8
651 0.0569042 46.3123 3.24588 0.191229 31 10
654 0.12578 104.989 11.4371 0.178924 53 9.73585
657 0.0669252 56.3792 6.78205 0.201041 34 8.82353
659 0.0194347 15.7112 2.69433 0.293852 14 10
660 0.0214958 17.2947 1.61522 0.242712 16 9.75
661 0.0121611 10.4583 3.52714 0.419691 8 5.5
662 0.0984154 82.559 8.19497 0.162392 52 11.3846
663 0.10264 82.3921 8.49991 0.21784 38 11
664 0.0349602 29.8558 2.88711 0.214507 24 10
666 0.0468259 39.5905 6.48178 0.270455 19 7.05263
670 0.00983419 8.07971 1.8034 0.449787 7 12
671 0.0688955 57.3409 6.98788 0.201233 37 10.0541
672 0.0613087 52.8798 3.76106 0.176806 40 10.5
673 0.0761607 61.1196 8.14674 0.231984 29 9.72414
674 0.0925819 73.0695 4.93358 0.153006 46 10.8696
675 0.103631 85.9624 6.29923 0.152028 52 8.80769
676 0.0560541 46.8595 7.10582 0.214853 30 10.2667
677 0.0435375 37.782 3.05757 0.180419 32 13.25
678 0.0695756 57.308 5.54352 0.163356 39 9.79487
679 0.0225661 18.4188 2.59831 0.284711 15 9.06667
681 0.0609968 52.7381 7.71463 0.204764 38 10.2105
682 0.0957899 80.9364 6.98994 0.159556 47 9.40426
685 0.0756568 62.9265 12.438 0.287826 26 8.15385
686 0.109699 91.8983 5.88466 0.15205 51 10.6275
687 0.0943542 82.6258 5.7651 0.163823 52 10.3462
689 0.0795096 65.0423 5.53954 0.151024 48 9.625
690 0.125264 106.647 7.14584 0.147979 61 10.8525
691 0.0697308 59.0146 10.8239 0.264228 30 7.86667
692 0.0615603 51.2417 4.25077 0.187331 38 13
693 0.125984 104.058 11.3971 0.161721 58 11.2069
694 0.0461871 37.8338 6.15548 0.245559 26 10.3846
695 0.100224 82.8959 8.12359 0.164543 48 12.5417
696 0.107277 93.5878 12.6036 0.177476 61 11.541
702 0.0679915 58.2478 6.16626 0.176259 43 12
703 0.0956902 80.7082 6.35816 0.167629 45 10.4
705 0.0944644 80.966 12.5073 0.225559 39 10.4103
707 0.0413398 32.1712 6.61638 0.279862 20 9.8
708 0.0507376 42.6075 3.76863 0.181206 36 9.88889
709 0.0475403 36.436 5.37018 0.255107 23 11.3043
710 0.0719361 60.9404 13.0705 0.282506 28 9.78571
711 0.0264807 24.9056 4.02693 0.259854 19 12.9474
714 0.0290177 24.117 2.52711 0.233788 21 9.42857
715 0.0504629 45.1552 3.38601 0.200694 30 11.6667
716 0.0605001 49.2402 5.69964 0.223281 30 13.4
719 0.0814324 69.3147 11.0711 0.244186 32 9
720 0.10152 84.1795 6.6823 0.139746 60 12.1
722 0.0431762 35.0888 3.0139 0.181537 31 10.2581
723 0.0826634 70.1665 12.2879 0.248352 37 11.2432
724 0.103948 84.79 10.5182 0.203366 41 10.2927
727 0.0702625 57.87 4.56322 0.192554 35 10.5143
728 0.0526096 44.1202 8.91714 0.260423 25 7.12
729 0.069317 60.6676 9.00733 0.231561 34 9.76471
730 0.0164625 14.33 2.52507 0.309508 13 10.7692
731 0.0235813 20.9906 1.70918 0.209868 22 13.3636
732 0.121791 97.7623 19.6006 0.239298 48 10.9583
733 0.0559493 44.0833 7.63731 0.281017 22 10.3636
734 0.0118826 10.3015 2.12173 0.360464 9 9.55556
735 0.102791 84.6836 7.99689 0.147242 57 10.3158
736 0.0573558 46.6795 6.91292 0.243901 27 9.03704
737 0.0760279 63.7124 8.99917 0.225369 31 10.1935
