eventNumber clusterCharge clusterPE clusterMaxPE clusterChargeBalance clusterHits clusterTime
668 0.0204764 16.1366 2.20607 0.264749 15 8.93333
669 0.273291 236.211 32.7419 0.187955 84 10.8571
671 0.17345 147.852 24.1623 0.218311 52 10.7308
675 0.155089 132.987 10.6985 0.143264 74 11.7297
676 0.210185 175.828 26.0432 0.225722 64 11.125
677 0.00549127 4.47482 1.37071 0.560555 5 28.4
678 0.0775141 63.8605 4.12464 0.158956 45 10.4889
680 0.353715 293.502 15.8017 0.124523 108 11.5
682 0.199932 160.412 24.5475 0.196576 71 10.2817
684 0.291627 246.366 14.8128 0.122979 97 12.2887
685 0.0316477 26.896 2.41137 0.222381 22 9.81818
686 0.129728 106.536 9.59811 0.143407 63 10.9841
687 0.0935796 78.7448 7.50667 0.161941 50 11.72
689 0.176265 144.689 29.557 0.242231 56 13.1429
690 0.169817 145.581 21.0718 0.199221 69 11.7681
692 0.185631 152.272 18.42 0.153619 77 12.4675
693 0.00500633 5.31383 2.05869 0.551421 5 16
697 0.0467536 43.6261 12.7466 0.320468 29 14.8276
698 0.169047 138.572 27.339 0.227757 63 11.0476
699 0.247023 207.094 11.0874 0.123116 86 10.8605
701 0.162654 130.933 13.7305 0.169128 65 13.1385
702 0.339397 274.14 29.6482 0.164547 88 10.4318
706 0.321055 268.934 11.5771 0.110276 106 10.2453
707 0.069474 58.5696 5.08941 0.170208 44 13.5909
708 0.166997 144.539 11.427 0.167639 65 10.8
709 0.0107828 9.45113 2.77402 0.38271 9 9.33333
710 0.10478 88.8106 12.0776 0.193437 57 12.9825
711 0.199561 170.744 13.2588 0.179863 54 8.14815
712 0.275342 231.078 16.9301 0.129902 85 10.4
713 0.0848416 69.7977 6.05543 0.167009 44 11.1818
714 0.237731 207.247 17.2532 0.141676 83 11.9759
715 0.204587 173.059 21.5222 0.208245 65 10.8615
716 0.289709 232.002 32.5681 0.186335 74 10.1351
717 0.305611 254.651 17.8871 0.13327 83 10.9639
718 0.0531313 46.3224 5.10833 0.20892 33 11.697
719 0.337065 278.935 13.1722 0.11121 117 12.1026
720 0.267711 224.013 32.8008 0.229159 69 12.4058
724 0.12845 108.708 11.5173 0.164501 64 13.4062
725 0.289931 243.241 13.367 0.119423 92 11.4783
726 0.299933 247.573 37.1631 0.181144 94 12.0638
727 0.291128 241.133 13.1971 0.117236 98 13.9796
728 0.174639 147.221 31.93 0.253949 64 10.4688
729 0.178575 150.792 28.1754 0.224882 65 11.9077
730 0.0529075 43.3605 5.74405 0.22811 28 10.7857
732 0.0129773 10.8186 2.34843 0.345023 9 9.55556
733 0.237983 208.671 27.2147 0.19622 84 11.5
734 0.0881746 79.3488 7.47279 0.18925 40 12.05
735 0.0540136 45.6079 5.1711 0.206448 31 12.1935
737 0.230212 193.775 14.8961 0.125533 102 12.549
740 0.14144 120.563 11.6253 0.154915 68 12.3824
741 0.0346356 27.1538 5.41464 0.273163 21 13.3333
742 0.0328419 27.532 3.15513 0.253795 19 9.36842
743 0.298794 252.415 16.768 0.146636 86 10.2558
744 0.31946 268.243 25.8422 0.154703 93 11.3118
745 0.385937 318.64 41.5977 0.192156 88 11.1818
747 0.230705 194.573 27.8141 0.233799 61 12.0328
749 0.0621391 52.811 6.26414 0.203047 36 10.1667
751 0.0344645 30.9452 5.95359 0.282732 22 13.1818
752 0.232514 194.625 9.72928 0.113476 88 12.2045
753 0.0655733 52.9759 7.08635 0.194058 38 13.5263
755 0.153429 128.134 25.5011 0.251966 56 11.6071
756 0.127423 109.271 10.6781 0.15604 55 11.0909
757 0.283683 232.656 16.16 0.160228 77 11.6104
758 0.261048 218.739 10.6337 0.113889 99 12
760 0.177727 145.323 13.4396 0.170033 62 10.129
761 0.0351985 29.9009 2.84255 0.21129 24 11.6667
763 0.396736 341.226 22.7383 0.152647 93 11.0108
764 0.249575 215.41 52.4332 0.280532 66 10.7576
765 0.0701431 57.1786 4.17964 0.157075 45 10.5333
766 0.120692 102.422 11.0391 0.190047 53 10.6415
767 0.146518 132.68 14.2891 0.182695 54 8.74074
768 0.142252 123.979 42.1968 0.35127 59 11.8644
769 0.248387 209.253 16.6158 0.144995 83 11.6867
771 0.269564 232.666 23.0459 0.149474 91 11.7143
772 0.252967 218.071 18.6716 0.162159 76 10.7368
773 0.0760342 62.2175 6.42609 0.189775 38 11.1579
774 0.346587 297.22 19.6213 0.124952 107 10.5607
777 0.0361588 29.2885 2.80099 0.230051 23 11.4783
778 0.23653 193.944 20.7539 0.17826 72 11.1944
779 0.041318 33.65 4.65334 0.2051 29 10.6207
780 0.0604638 51.3976 3.24792 0.166038 38 12.7895
781 0.168111 141.773 15.0144 0.161359 70 12.6857
784 0.116863 105.728 18.8272 0.202984 64 11.9688
785 0.0895769 73.0246 7.07224 0.183985 45 10.0444
787 0.123046 98.4396 20.6112 0.268778 47 10.4681
788 0.016525 14.4561 2.14965 0.309541 11 10.7273
789 0.236279 195.17 30.0187 0.222771 64 11.375
790 0.18308 153.685 15.8064 0.166372 65 9.96923
791 0.249889 206.145 18.3036 0.174671 73 12.2466
794 0.221916 189.217 16.6789 0.144337 87 13.7931
795 0.320991 264.349 26.7266 0.159212 86 11.7907
796 0.136138 108.304 20.5462 0.28823 46 11.8696
797 0.018552 15.3346 2.00483 0.270123 16 9
798 0.0571013 48.0005 4.17799 0.192114 33 9.63636
799 0.281595 244.378 28.7543 0.165433 82 11.4878
801 0.140908 111.474 24.1296 0.246602 64 13
802 0.0561432 47.1374 3.6252 0.177289 38 13.6316
804 0.177824 151.043 16.5256 0.207855 65 10.8923
806 0.211083 174.671 20.6259 0.213617 66 11.9697
807 0.0612217 49.2011 4.30024 0.168707 40 12.05
809 0.275428 228.801 13.7345 0.138661 79 10.5823
810 0.208756 174.684 11.5293 0.153777 78 11.9487
813 0.307427 269.189 100.25 0.402144 56 11.8214
814 0.0384035 32.2542 6.14456 0.270484 24 11.75
815 0.126071 107.096 6.4565 0.159088 58 14.1379
816 0.149824 126.389 19.3488 0.201613 63 11.3968
817 0.272103 229.18 11.2474 0.125534 96 12.25
818 0.258949 219.166 44.4702 0.222526 84 12.4762
819 0.12535 101.588 20.1062 0.27568 40 12.95
820 0.313941 259.965 21.5139 0.152077 93 12.043
821 0.0433753 35.8562 3.25246 0.229297 22 12.2727
823 0.206845 174.111 12.4314 0.140038 80 12.425
824 0.12494 107.322 19.1582 0.242186 48 11.2083
826 0.263545 211.032 34.8752 0.245117 61 11.6721
827 0.159749 126.84 10.2754 0.175499 56 11.2857
828 0.326003 268.667 46.7348 0.209495 87 12.2069
829 0.00999556 8.16083 1.89439 0.390008 8 14.75
830 0.164177 137.127 5.80221 0.116126 78 12.4103
832 0.0564309 47.26 17.8927 0.394599 24 11.5833
836 0.336541 284.459 25.1571 0.161617 89 11.7303
837 0.0844302 71.4891 4.43167 0.141168 54 11.6667
838 0.243613 201.406 16.1723 0.142983 80 12.075
839 0.251506 213.116 18.0698 0.173539 69 12.4928
840 0.473378 336.539 234.547 0.695361 62 13.4516
841 0.169102 134.129 17.448 0.265522 41 8.78049
842 0.268164 225.638 45.1546 0.264913 70 14.0857
843 0.0709355 58.739 7.88584 0.177613 46 14.4783
845 0.0838736 68.5564 5.02147 0.158059 47 11.4894
846 0.326559 270.674 29.8595 0.18764 96 15.4375
848 0.217037 189.46 27.5567 0.232808 65 13.2923
850 0.371117 308.559 28.208 0.128752 109 12.1468
851 0.326882 275.206 19.9971 0.18034 74 11.7027
852 0.142142 114.252 13.1785 0.188823 63 12
853 0.370061 306.674 24.0477 0.125578 106 10.7358
855 0.0475796 38.8207 4.8685 0.20076 30 9.46667
856 0.279004 237.74 13.2934 0.131499 90 11.7333
857 0.360092 307.483 12.2187 0.104972 116 12.6724
860 0.0923627 76.9669 13.9942 0.256475 36 12.5556
862 0.234628 198.67 15.4331 0.150203 82 12.6341
863 0.350314 282.633 25.1627 0.171011 85 10.1647
864 0.0206708 17.8568 2.57664 0.27854 14 9.28571
865 0.111712 92.7579 16.2767 0.233208 50 13.68
867 0.266884 237.646 18.1973 0.149416 86 10.7907
868 0.209591 186.407 42.7208 0.287776 56 11.2143
870 0.248324 208.972 24.803 0.198687 74 12.1351
872 0.272119 214.473 61.8049 0.374672 58 10.6207
874 0.284877 236.203 12.482 0.115299 104 11.7885
877 0.175266 145.209 17.5038 0.160006 75 11.36
878 0.120447 100.941 9.79483 0.198882 43 10.8372
879 0.396443 345.418 125.244 0.378516 68 12.4412
880 0.254993 203.004 24.3435 0.209193 68 11.4118
881 0.255513 216.323 27.4048 0.1637 88 12.6818
883 0.0985087 83.4122 8.10425 0.169851 52 12.6923
884 0.264299 222.177 10.2613 0.126158 92 13.413
885 0.21912 185.945 10.3527 0.130395 87 11.5632
886 0.0173136 13.378 2.43831 0.324582 10 11.2
887 0.229049 188.062 10.4203 0.120096 91 12.1538
888 0.0629114 52.937 5.74803 0.209097 31 10.5161
889 0.281043 236.864 21.282 0.168387 94 14.5745
890 0.0332046 27.6745 3.45992 0.268077 19 8.84211
891 0.217881 179.715 27.7099 0.227127 70 13.8286
892 0.134063 142.192 41.618 0.360984 43 12.186
893 0.137987 115.654 7.71308 0.148794 60 11.9333
895 0.287024 246.989 24.7752 0.15949 87 11.8621
897 0.182202 156.671 20.001 0.203386 64 12.1875
898 0.0524988 44.2316 5.06086 0.177126 39 12.0513
899 0.0697612 59.228 15.501 0.321314 27 11.9259
901 0.231301 198.489 19.2081 0.165585 73 11.2055
902 0.350002 287.466 13.1796 0.109508 106 11.3019
903 0.327781 271.512 30.9952 0.152502 110 12.7818
904 0.228993 205.284 53.7943 0.275551 81 11.7037
906 0.149321 125.615 10.6602 0.139032 67 11.4627
908 0.0129696 11.557 1.97171 0.317361 10 16.6
909 0.0822503 69.7754 5.12685 0.170892 50 13.88
911 0.340963 282.116 25.0546 0.21131 75 11.52
912 0.292389 248.862 19.11 0.16107 81 10.3457
913 0.049506 40.9809 3.89686 0.192632 32 12.4375
914 0.316265 262.368 25.4529 0.165793 88 10.3182
915 0.240392 203.702 31.88 0.220079 73 12.1918
916 0.182111 150.128 12.3948 0.12765 83 12.4337
917 0.0347664 28.4048 2.82589 0.220498 23 10.4348
918 0.0148869 11.8619 2.75034 0.326712 13 11.3846
919 0.213127 174.949 11.3698 0.127086 81 12.0988
920 0.0670203 57.355 6.61023 0.200286 39 12.5641
921 0.157637 137.296 53.9549 0.408062 54 13.9259
922 0.0659526 57.8554 9.20296 0.264773 29 9.17241
923 0.134953 110.381 32.1472 0.304691 52 9.88462
924 0.183051 149.761 27.165 0.262098 52 10.5
926 0.0535415 42.4642 3.3568 0.183804 30 10.1333
927 0.053289 44.8823 3.41148 0.182846 33 13.5758
928 0.0353527 28.0639 6.49722 0.284167 21 12
929 0.220968 192.308 14.0714 0.14707 77 10.7013
931 0.0927535 78.3261 5.8717 0.146328 55 12.1818
932 0.015206 12.7219 2.39093 0.353994 10 9.6
933 0.0717433 64.8603 7.24852 0.21648 38 13
935 0.281664 240.613 36.7169 0.255945 66 11.2424
936 0.266145 226.302 17.3268 0.14575 85 13.3647
937 0.252517 213.392 24.7998 0.196562 74 11.7297
939 0.300591 252.99 12.8693 0.118241 100 11.64
940 0.166447 137.305 16.9227 0.220618 63 11.619
943 0.270797 233.059 26.6598 0.178909 80 12.95
944 0.0389881 35.1977 8.47283 0.324236 19 9.89474
945 0.295677 245.519 37.7368 0.239296 67 9.07463
946 0.0970174 84.5417 17.3862 0.23856 55 10.3273
947 0.176608 138.919 17.5411 0.190937 71 12.4789
948 0.351554 290.009 12.2604 0.103321 119 13.1261
949 0.220617 186.856 13.0986 0.154669 83 13.9759
950 0.186664 163.712 17.6571 0.211476 54 10.4074
952 0.257182 221.761 14.3819 0.133315 85 10.6588
953 0.00989382 8.47011 2.01306 0.388548 7 18
954 0.143549 120.96 11.3009 0.167442 60 11.9333
955 0.099065 82.5314 6.13215 0.156594 51 10.549
956 0.263462 210.926 19.6228 0.198436 72 11.6944
957 0.0725898 59.6792 9.31613 0.229986 39 12.2051
958 0.0640862 53.9856 5.92662 0.189732 38 13
959 0.137549 114.629 9.65733 0.151346 64 11.1562
960 0.167751 137.448 64.9946 0.486621 49 9.5102
961 0.179075 154.174 19.4455 0.209257 57 9.54386
963 0.0386216 32.5115 5.41695 0.242133 25 11.6
964 0.228793 180.171 21.8416 0.201769 64 9.09375
966 0.0208605 16.6953 1.51981 0.233829 18 17.4444
967 0.202789 168.865 16.488 0.142928 85 12.7294
968 0.121205 106.213 29.1297 0.297776 52 11.1923
969 0.380514 311.338 22.7336 0.160942 99 11.9394
971 0.190645 159.401 10.7044 0.131422 82 13.7317
973 0.192872 160.061 8.9451 0.111046 86 11.5814
975 0.0195831 17.4834 4.453 0.323452 15 9.73333
976 0.29454 241.504 25.3305 0.165881 94 12.1277
977 0.25786 214.415 28.0853 0.1629 89 11.4607
978 0.395299 323.882 20.4847 0.127213 109 12.055
979 0.1069 87.9819 6.76527 0.167099 49 10.2449
980 0.103817 83.4844 14.1146 0.211496 46 13
981 0.308097 255.826 15.0805 0.119706 99 11.2525
982 0.372022 306.987 17.7429 0.130837 111 13.8198
984 0.14093 116.837 6.49773 0.118609 71 11.2394
985 0.145275 118.172 12.8253 0.178432 66 11.4545
987 0.00755868 5.2986 1.35694 0.443615 5 14
988 0.102729 83.3975 7.47581 0.167327 48 11.875
989 0.386409 327.249 20.6146 0.126157 121 11.438
990 0.177072 151.667 11.1767 0.143488 73 11.5068
992 0.137351 114.32 6.77402 0.136168 68 11.7647
993 0.164605 134.702 17.5574 0.197272 54 11.1481
994 0.124987 97.9811 26.9954 0.320055 44 11.3182
995 0.190979 157.51 12.3226 0.163068 60 10.8667
996 0.0949552 79.8683 5.83589 0.160054 49 13.4694
997 0.226745 192.987 17.2964 0.151453 83 14.1205
998 0.119344 102.669 6.82213 0.143619 64 14.4688
999 0.288018 244.9 49.6238 0.236532 86 13.4651
