eventNumber clusterCharge clusterPE clusterMaxPE clusterChargeBalance clusterHits
676 0.0910691 76.2207 22.8076 0.378266 30
677 0.0189914 15.88 4.13637 0.359068 11
678 0.0381368 32.3261 4.03719 0.220443 25
679 0.148482 120.812 12.3438 0.175421 63
680 0.101135 86.1121 6.60255 0.158403 53
681 0.0318626 25.5414 2.52024 0.213938 24
683 0.0977 80.5466 21.5027 0.303789 33
689 0.0111151 9.43573 3.69545 0.459505 8
691 0.157044 131.137 16.633 0.189638 58
693 0.162338 137.213 20.4153 0.23061 49
694 0.11583 98.2493 6.22484 0.159348 48
696 0.115932 96.8419 9.56072 0.179134 51
698 0.084247 74.611 11.64 0.215732 40
699 0.066391 55.0971 9.37587 0.229783 40
703 0.0650912 56.9471 7.38992 0.211101 36
704 0.0397379 33.3251 3.33788 0.215742 24
705 0.0391678 32.6299 8.57103 0.319685 19
707 0.0473172 36.7479 15.7509 0.462743 20
708 0.191373 159.683 8.22813 0.125406 80
709 0.178235 144.156 14.3278 0.184085 61
710 0.046822 40.7416 3.67667 0.188016 34
711 0.0901336 74.1847 7.92695 0.201858 40
713 0.0516355 43.3974 11.5039 0.316145 23
715 0.168064 148.313 17.7828 0.165342 70
717 0.139004 119.413 19.1164 0.198041 56
718 0.10165 86.0273 14.1321 0.237084 47
719 0.165981 134.299 7.95478 0.150701 60
720 0.0778746 62.9687 6.75966 0.216249 32
721 0.1362 113.823 10.3913 0.154317 67
722 0.191131 159.418 6.41427 0.113192 84
723 0.13629 117.204 6.68245 0.145855 58
724 0.146948 123.764 24.4836 0.229335 55
725 0.145648 119.861 7.45309 0.147361 62
727 0.13317 114.977 12.2126 0.186104 54
729 0.13806 116.975 14.7558 0.193234 58
730 0.126441 114.007 14.1112 0.212001 45
731 0.0695881 58.8848 4.23862 0.163916 41
733 0.0507638 45.1248 10.3212 0.271986 28
734 0.15333 129.432 11.3932 0.173666 55
739 0.162048 136.011 24.7086 0.213757 58
740 0.10859 87.4204 9.83017 0.194504 47
741 0.13872 113.623 10.4044 0.151262 67
742 0.169249 144.383 18.9251 0.216394 50
743 0.142601 117.164 10.4347 0.187805 53
746 0.139434 113.28 14.1913 0.191862 52
751 0.0408327 34.7658 3.06463 0.189861 31
752 0.0085176 7.13811 1.50627 0.380754 8
753 0.119765 100.459 7.59759 0.159322 53
755 0.114631 98.3781 7.50289 0.181837 47
756 0.138583 115.537 7.7978 0.133601 63
761 0.0808943 66.3097 9.88965 0.204015 42
762 0.0173637 15.0052 2.90461 0.318756 13
763 0.114091 93.2201 7.4939 0.155687 51
765 0.191175 161.887 14.047 0.154763 57
767 0.171842 143.568 8.39501 0.130804 69
769 0.13433 116.733 13.1241 0.186911 54
771 0.165266 140.301 8.08923 0.140657 61
772 0.0803022 65.1899 7.20273 0.18946 42
773 0.0264822 22.5144 3.17983 0.245481 19
774 0.0163322 13.383 1.36894 0.262345 14
775 0.0554093 45.3327 5.04816 0.193052 32
776 0.242837 205.708 130.144 0.629763 53
778 0.097657 84.1212 11.9903 0.23669 41
779 0.160609 135.862 9.90634 0.128482 80
780 0.145375 117.656 11.14 0.165729 56
782 0.133319 111.796 9.13767 0.159156 51
784 0.026851 23.1386 5.21469 0.304154 16
786 0.143808 116.645 8.65499 0.167928 53
787 0.0457175 40.7792 3.60481 0.195411 30
788 0.142678 119.48 6.12331 0.138177 65
789 0.11802 95.5797 5.51586 0.145064 61
790 0.138604 115.402 10.9089 0.180542 50
791 0.10495 88.3893 11.9379 0.239782 37
792 0.0468324 37.95 5.30019 0.23436 28
794 0.128953 110.896 13.4261 0.174982 60
795 0.175006 145.916 20.0614 0.195745 48
797 0.0936467 75.5068 12.9617 0.263589 36
799 0.0353769 29.1097 3.20501 0.228799 25
800 0.149027 120.421 11.3763 0.185464 55
801 0.0539606 45.6275 7.98187 0.256017 30
802 0.0502739 42.0914 4.28831 0.199595 30
803 0.0220159 19.5236 1.4926 0.216529 20
805 0.0282268 24.6582 7.6687 0.400681 14
806 0.143288 118.449 12.86 0.183433 58
807 0.0973306 80.7333 22.9973 0.307224 41
809 0.0980156 84.6615 16.2056 0.252121 41
810 0.132226 110.342 11.5475 0.161771 66
811 0.0777346 65.8874 16.7545 0.298112 32
812 0.0369675 31.0037 5.01919 0.246604 26
815 0.118262 100.14 10.0005 0.199208 53
816 0.0231401 19.697 3.1389 0.264809 16
820 0.0298762 27.0626 4.32712 0.242112 22
822 0.0511566 41.2824 4.32455 0.206785 31
823 0.0493375 41.0715 4.55446 0.205356 30
