eventNumber true_vertex_X true_vertex_Y true_vertex_Z true_t0 true_dir_X true_dir_Y true_dir_Z true_energy true_track_length
144 -98.5542 98.5339 17.4098 0 0.536223 0.503993 -0.677094 15.511 0.0536348
145 37.4302 -85.9265 -89.8515 0 0.2858 -0.641597 -0.711809 15.511 0.0697637
146 -108.049 -127.606 -17.4653 0 -0.27902 0.739782 -0.612267 15.511 0.183586
147 82.241 -7.30784 -55.3207 0 0.931471 -0.360486 0.0491103 15.511 0.0620873
148 -48.033 181.365 -103.206 0 0.0624387 0.969276 0.237921 15.511 0.0613618
149 128.1 -20.0526 48.2161 0 -0.104828 0.358434 0.927651 15.511 0.00484998
150 -98.6744 -41.5584 44.0202 0 0.675215 0.273933 -0.684868 15.511 0.0722439
151 109.645 117.613 -66.8059 0 -0.569162 -0.0758226 -0.818722 15.511 0.0556932
152 -59.8611 79.636 -19.951 0 -0.653334 0.525573 -0.54491 15.511 0.0563754
153 13.9186 -38.9036 14.6695 0 -0.350715 0.886755 -0.301106 15.511 0.0417917
154 -13.9357 38.6321 -127.241 0 0.422132 -0.0670475 0.904052 15.511 0.0464751
155 -33.512 -155.777 15.5559 0 -0.376743 -0.868253 -0.322802 15.511 0.0433153
156 10.8783 -3.35705 32.8513 0 0.841242 0.503893 -0.195969 15.511 0.0691404
157 -81.3333 -18.7752 -63.4726 0 -0.680779 -0.603703 -0.414829 15.511 0.0758556
158 30.2224 118.62 19.1397 0 -0.768501 0.603917 -0.2114 15.511 0.0652565
159 98.9469 94.5165 12.6375 0 0.384597 0.869346 -0.310358 15.511 0.0622289
160 -19.9202 185.131 -81.9161 0 0.247512 0.024976 -0.968563 15.511 0.0652562
161 57.8546 121.567 -65.5473 0 -0.501844 -0.0953975 -0.859681 15.511 0.023082
162 -16.2557 -48.0134 -83.7966 0 -0.264525 0.564923 0.781594 15.511 0.073411
163 134.536 -168.172 14.7957 0 -0.627709 -0.170704 -0.759501 15.511 0.0611272
164 22.814 -152.82 130.849 0 -0.00255179 -0.866772 -0.498697 15.511 0.0551172
165 132.172 -114.884 -36.1612 0 0.819574 0.0270779 -0.572333 15.511 0.0782783
166 -62.0075 88.9789 -129.517 0 0.83832 0.320689 -0.440884 15.511 0.0619146
167 -52.7252 -22.1263 67.5459 0 0.689453 0.276875 0.669325 15.511 0.0598323
168 -74.8168 -58.9008 -93.4139 0 -0.438706 -0.251309 -0.862775 15.511 0.0709316
169 -51.0943 159.628 -36.4132 0 -0.516725 0.721962 -0.460181 15.511 0.0564008
170 80.0693 -27.582 16.0768 0 -0.693292 0.408544 0.593665 15.511 0.0743796
171 -93.9766 -66.5978 -92.7763 0 0.629149 -0.777268 0.00505757 15.511 0.0305467
172 43.8383 192.856 -44.433 0 0.625632 -0.408903 0.664366 15.511 0.0596895
173 -92.8845 -79.8149 -67.8177 0 0.929544 0.237939 -0.281663 15.511 0.0729063
174 -85.8774 15.1088 -77.1407 0 -0.368437 0.545426 0.752838 15.511 0.0733278
175 47.9817 183.383 -29.8088 0 0.834509 0.550537 -0.0224347 15.511 0.0726544
176 25.3768 -160.601 37.7515 0 -0.156331 -0.621101 -0.767981 15.511 0.0369234
177 99.1894 -187.757 -77.7285 0 0.494341 0.677725 -0.544349 15.511 0.0577882
178 9.94064 -171.03 -91.8806 0 0.128799 0.932033 -0.338711 15.511 0.0726352
179 -14.5013 158.784 11.3178 0 -0.544119 0.194275 0.816206 15.511 0.0492594
180 -110.908 180.723 80.22 0 0.69886 -0.506652 0.504875 15.511 0.0636599
181 124.791 -54.1836 -8.06097 0 -0.914671 -0.392608 -0.0961044 15.511 0.0665923
182 106.176 -61.8564 4.71789 0 -0.612054 -0.575689 0.542192 15.511 0.0699124
183 -115.133 169.476 -4.86205 0 -0.261265 0.315979 -0.912084 15.511 0.0584008
184 -8.56839 -48.9898 59.4585 0 -0.619504 0.510187 0.596594 15.511 0.0712476
185 131 -87.6445 72.6401 0 0.0968464 -0.696899 0.710601 15.511 0.0666105
186 -98.5009 20.2335 29.2378 0 -0.453236 -0.808469 0.37544 15.511 0.152291
187 127.214 -114.741 25.2994 0 0.985915 0.159161 -0.0513747 15.511 0.0569825
188 -25.0524 139.286 59.5941 0 -0.929957 0.361756 0.0656732 15.511 0.0660745
189 80.402 -21.6954 30.6447 0 0.931102 0.312215 0.188601 15.511 0.0596645
190 93.9061 -161.179 -82.8915 0 0.386856 0.00537062 -0.922125 15.511 0.0687879
191 -45.1821 -19.3841 -118.26 0 -0.0350781 -0.629511 -0.776199 15.511 0.05437
192 66.2146 -3.51303 -19.9915 0 0.948592 0.172487 -0.265371 15.511 0.0529746
193 -8.71798 50.4128 -130.603 0 0.182721 -0.2139 0.959614 15.511 0.0506632
194 -16.2666 -190.142 39.8771 0 0.195793 -0.907014 0.372814 15.511 0.0352435
195 141.854 158.843 -2.28951 0 0.570651 0.543814 0.615323 15.511 0.0699347
196 -84.1742 152.751 -114.773 0 -0.747798 -0.648383 -0.142824 15.511 0.0688534
197 -91.1077 42.1884 46.3942 0 -0.290157 -0.840578 0.457425 15.511 0.0696637
198 15.1173 -52.0316 -62.1988 0 -0.112629 -0.671713 -0.7322 15.511 0.065793
199 -51.9486 -111.313 132.959 0 0.302556 0.742926 0.597094 15.511 0.0670825
200 5.32451 174.948 70.3084 0 -0.376945 0.0293923 0.925769 15.511 0.0653244
201 61.6025 -1.86262 -133.396 0 0.496934 -0.133791 -0.857413 15.511 0.0584743
202 -42.5393 -71.6371 15.4708 0 0.328338 0.908564 -0.258273 15.511 0.0558635
203 -1.47185 -67.6614 148.128 0 -0.429809 -0.0658602 0.900515 15.511 0.0433541
204 -21.1142 98.5081 129.665 0 0.923224 -0.313567 -0.222109 15.511 0.0142209
205 -29.9533 21.0662 0.417059 0 0.358761 0.678527 0.641009 15.511 0.0482688
206 -64.7498 89.0824 47.5546 0 0.0162846 0.996557 -0.0812943 15.511 0.0539576
207 -50.9752 60.7172 85.2067 0 0.471074 0.636362 -0.610847 15.511 0.0704225
208 -99.0211 -29.7367 -8.45178 0 0.0724422 0.131493 -0.988667 15.511 0.0609878
