eventNumber clusterCharge clusterPE clusterMaxPE clusterChargeBalance clusterHits clusterTime
774 0.0139699 10.7525 2.88809 0.404923 8 12
775 0.0155356 14.3308 2.71618 0.32988 11 10.3636
778 0.00886862 8.09494 1.48185 0.376717 7 10.2857
780 0.029228 23.2851 2.99422 0.232379 20 12
783 0.0549811 46.9217 4.49979 0.184138 34 11.4706
784 0.0405125 33.5058 3.93725 0.24065 24 8.58333
785 0.00890648 7.27471 1.47761 0.36123 9 11.3333
786 0.062164 52.5225 7.18078 0.200828 36 11.6111
789 0.00940739 7.53693 1.46797 0.347572 10 10.6
791 0.0287125 24.9827 2.90844 0.245302 21 9.71429
793 0.0514961 44.0051 5.83235 0.242243 23 7.21739
794 0.0435136 37.1765 3.54198 0.215446 25 7.44
795 0.0386706 31.5663 7.75048 0.335663 18 8.66667
796 0.0336027 27.4595 2.37249 0.226316 21 8.85714
798 0.0488275 39.6612 4.64244 0.211945 28 9.71429
799 0.0357698 29.3626 11.1088 0.420017 12 7.83333
800 0.0315212 27.4041 9.24012 0.368609 17 8.58824
801 0.0557828 46.899 8.17984 0.240798 29 8.13793
802 0.0265344 22.4241 5.06346 0.335397 14 10.8571
804 0.00779728 6.7373 1.12571 0.336137 10 11.6
805 0.0318582 24.7855 3.8896 0.248584 21 11.4286
807 0.0396555 32.9741 3.7307 0.223022 23 8.43478
808 0.0448503 39.3415 3.51924 0.184476 35 9.02857
809 0.0457339 39.3975 2.84374 0.19148 28 13.5714
810 0.0315746 23.8105 7.46466 0.373587 14 6.57143
812 0.0122939 10.3447 1.70176 0.331228 10 12.4
813 0.0350405 30.1313 4.1267 0.267357 24 13.25
814 0.0353839 29.4868 2.76675 0.231151 25 9.44
815 0.0460837 38.4432 20.059 0.530924 17 11.8824
816 0.0290514 23.3281 2.7513 0.236975 21 8.38095
817 0.0210656 17.9741 2.55236 0.259347 17 13.5294
819 0.0330419 27.13 4.16049 0.255055 19 7.89474
820 0.0272767 21.8855 2.923 0.255252 19 8
827 0.0466959 42.2232 12.9107 0.363445 19 9.57895
829 0.0355555 30.7849 2.15002 0.188362 31 8.83871
831 0.0230693 19.586 3.97065 0.315654 15 10
832 0.0390439 32.5951 4.91388 0.256261 21 9.80952
833 0.0513824 44.5505 7.08889 0.236713 28 7.21429
835 0.0508986 42.5769 6.94972 0.223595 34 8.58824
836 0.0351193 31.0533 7.40491 0.32922 17 14.4706
839 0.00918936 7.92293 1.50324 0.359289 9 11.1111
840 0.0234788 20.2539 4.22726 0.327314 15 10.1333
842 0.0126988 10.5803 1.93226 0.350136 8 14.5
843 0.0415817 34.9145 3.68744 0.236431 25 8.08
846 0.0541537 43.9701 2.95515 0.167495 36 10.6111
847 0.0507611 46.4269 10.1816 0.297977 21 8.28571
848 0.0185461 13.2666 5.40321 0.453177 10 18.2
849 0.0469578 39.1338 6.44518 0.230045 32 10.1875
850 0.021414 16.9542 5.90296 0.414061 11 8.18182
851 0.0507844 43.223 6.36495 0.233456 30 8.93333
852 0.0362866 31.7053 8.22345 0.315997 20 9.4
854 0.0575529 47.5338 4.35464 0.188524 32 10.25
855 0.0357517 30.2535 5.95621 0.350891 15 9.73333
856 0.0277064 23.8801 5.41421 0.355693 12 7.66667
857 0.0105435 8.4687 1.84146 0.380076 7 6.28571
858 0.0396126 34.4625 5.4765 0.230337 30 9.73333
860 0.0325958 26.6483 4.1079 0.277869 17 6.82353
861 0.0435362 36.1411 4.8389 0.267181 20 6.8
862 0.0426721 36.0696 3.89542 0.206128 29 8.48276
863 0.0279342 25.0732 3.71834 0.259007 19 10.9474
867 0.0449139 39.2042 6.36753 0.284908 20 6.4
868 0.0421827 35.3255 11.4002 0.38092 17 7.29412
870 0.0389665 33.2913 5.87793 0.329546 12 7.5
871 0.0696809 58.052 5.58066 0.171365 39 8.5641
872 0.0227365 17.3383 4.30229 0.381398 12 8.33333
873 0.0275383 23.8911 5.44796 0.306423 16 8.75
875 0.0247245 19.6537 5.37446 0.333162 14 9
876 0.0550971 49.762 3.82036 0.164556 37 10.0541
878 0.0249532 20.7727 4.94532 0.3663 12 10
879 0.0498863 43.3646 3.74093 0.171795 35 11.0857
881 0.0213226 17.6056 3.6711 0.350324 12 13.1667
882 0.0621396 50.3708 6.40394 0.212135 30 7.2
884 0.0228224 18.6347 3.52391 0.287475 16 9
885 0.0157489 13.6139 3.81669 0.396483 11 10
887 0.0371738 32.6679 9.71362 0.339627 18 8.22222
888 0.046298 37.1646 6.51716 0.253125 25 8.16
889 0.0385169 32.8777 5.46664 0.253422 23 9.30435
890 0.00635442 4.97081 1.2741 0.451445 5 10
891 0.0480866 40.5417 3.80264 0.197286 33 9.63636
892 0.0329808 26.0948 5.35431 0.304074 15 6
893 0.0481591 40.3604 4.22061 0.213118 27 10.6667
895 0.0100986 8.49449 2.14357 0.409751 7 8.85714
896 0.0467799 39.2142 7.10663 0.237368 27 9.55556
897 0.0397942 33.6981 4.70114 0.248201 24 9.58333
898 0.0571835 47.7057 6.12784 0.209311 29 6.13793
899 0.0570029 44.4917 12.3314 0.343697 19 9.57895
901 0.0147648 13.8102 2.17558 0.285338 14 5.71429
903 0.0317077 27.1854 4.36871 0.268749 18 7.11111
904 0.0441019 38.1002 8.96292 0.290212 24 8.83333
905 0.0107304 9.07129 2.3789 0.39517 8 8.25
906 0.0224867 18.0062 1.94731 0.24738 17 10
908 0.0409443 34.9917 4.06089 0.229006 24 9.5
911 0.00813088 7.70543 1.90161 0.417652 7 14.5714
913 0.0385372 32.1784 3.76867 0.229179 23 8.43478
914 0.0145724 12.2109 1.67494 0.28751 13 10.3077
915 0.015355 12.3071 3.21904 0.371984 10 9
916 0.00778647 6.13285 1.56909 0.413174 7 12.5714
918 0.0246025 20.2973 2.94493 0.288793 14 9
919 0.0596837 51.11 5.5654 0.198347 35 8.85714
920 0.00977222 7.92599 3.10037 0.487171 7 4.28571
921 0.0502611 42.1041 4.13215 0.194957 32 8.5
922 0.0090044 7.8038 1.6883 0.384394 7 8.57143
924 0.0622339 51.9423 5.55682 0.22921 29 7.37931
925 0.0268909 24.009 8.78973 0.403513 15 8.93333
926 0.00687999 6.64316 1.9085 0.406885 7 10.8571
927 0.0445217 37.2134 5.29152 0.265239 18 5.77778
931 0.0508296 43.3515 3.47289 0.172016 34 9.23529
932 0.0424065 36.5588 6.16159 0.244047 24 11.75
933 0.028957 23.6076 6.97588 0.356611 15 9.06667
934 0.0407487 33.2686 2.33816 0.184485 28 10.9286
936 0.0412625 35.0038 5.58489 0.255036 22 9.36364
937 0.0309805 28.6351 2.6908 0.217953 22 9.90909
938 0.0145828 12.4265 2.31862 0.347675 9 9.77778
939 0.0129896 12.5453 1.38858 0.270996 13 8.15385
941 0.0454353 40.891 7.5997 0.259944 23 9.82609
942 0.05626 47.2916 4.10035 0.192433 32 10.6875
946 0.0213295 19.0124 1.72518 0.256152 17 12.2353
947 0.0371391 28.7865 4.47158 0.267981 21 6.95238
948 0.0105068 9.34477 5.2094 0.57952 7 9.14286
949 0.0240151 19.7322 4.02764 0.306401 14 7.14286
950 0.03286 27.6501 4.74207 0.308988 18 9
951 0.0250701 22.5378 3.08735 0.264632 18 9.33333
954 0.0223425 18.262 1.85837 0.241175 19 7.68421
956 0.0448583 38.4591 6.89677 0.261834 24 7.16667
961 0.00707659 5.69319 1.53011 0.449281 6 5
962 0.0429792 37.5778 8.12099 0.281649 23 8.43478
963 0.0272293 26.1138 2.33208 0.212638 22 9.45455
964 0.0522975 45.8977 4.97815 0.19874 34 7.82353
965 0.0326304 25.8268 2.60115 0.189825 28 10.8571
967 0.01342 11.4112 1.78678 0.285466 13 6.92308
971 0.0507154 42.8494 5.27336 0.230997 24 8.16667
972 0.054474 44.9138 4.49768 0.196317 32 8.6875
974 0.0767928 66.6364 13.5046 0.282001 33 9.27273
976 0.0253458 21.562 2.38403 0.242755 18 8.33333
979 0.0447118 36.1723 8.72321 0.302808 26 9.69231
982 0.0338249 29.2956 5.81098 0.277025 19 7.47368
987 0.0111247 9.69804 2.06063 0.350696 9 15.1111
988 0.0316909 26.5324 3.8298 0.268236 19 10.8421
989 0.0341852 28.8084 2.6778 0.213878 26 13.1538
990 0.015187 12.352 2.89276 0.355196 10 7
991 0.0290669 23.4578 1.82944 0.223543 20 7.9
993 0.0321458 26.1763 3.03242 0.213633 23 9.13043
994 0.0447023 39.703 7.96317 0.259274 26 8.76923
995 0.0109596 8.83072 1.85369 0.381051 7 14.8571
997 0.0399899 36.098 6.23481 0.267591 22 5.72727
998 0.0191223 16.4852 3.69883 0.340429 13 5.38462
