eventNumber clusterCharge clusterPE clusterMaxPE clusterChargeBalance clusterHits clusterTime
153 0.0562722 47.5857 2.99344 0.153007 39 9.33333
154 0.02642 21.9923 3.07765 0.269741 17 7.88235
155 0.03952 33.6328 3.32056 0.212667 26 7.38462
156 0.0467019 40.2842 8.26512 0.260619 26 9.76923
157 0.0192615 15.9267 2.27184 0.278973 13 8
158 0.0514689 42.3278 4.08405 0.212277 28 11.8571
159 0.0242751 19.3364 7.15803 0.403595 15 9.06667
161 0.0336207 27.3837 4.52191 0.24492 20 11.4
162 0.0464564 39.1561 2.91993 0.176058 30 7.66667
163 0.00956454 8.18667 1.31242 0.323547 10 10.2
164 0.0430645 36.3969 2.96376 0.204317 26 8.46154
165 0.0630401 53.3631 6.96735 0.241342 30 8.6
167 0.0514212 46.2441 7.78335 0.302242 21 7.61905
170 0.0582259 48.0578 6.95125 0.210684 32 11.3125
171 0.0373722 30.758 5.53985 0.235887 27 11.7778
172 0.0558236 45.3744 11.1102 0.288811 25 7.92
173 0.0282894 24.1116 2.8875 0.244982 20 10.3
174 0.0204187 18.4974 3.59878 0.295877 16 11
175 0.0286744 24.9281 3.00561 0.239875 20 12.9
177 0.0594534 54.7171 5.89313 0.217827 34 10.0588
179 0.0346785 29.2018 5.41738 0.312501 17 7.05882
180 0.00852242 8.31558 1.58006 0.339843 9 16.2222
181 0.0432781 34.9422 10.3651 0.344665 17 7.29412
182 0.0574714 47.7912 4.29009 0.189948 36 10.3333
184 0.0481437 39.7785 4.86402 0.258175 19 4.94737
185 0.0143953 12.2199 2.15157 0.320891 12 10.1667
186 0.0138416 12.0625 3.01531 0.334805 12 9.5
188 0.0467164 38.4459 4.992 0.214501 27 9.92593
189 0.0197139 16.1286 3.47551 0.317425 12 10.6667
190 0.0509266 41.3858 8.74259 0.262323 28 7.85714
191 0.0211823 16.7453 2.38484 0.265023 16 8.625
194 0.055739 48.6153 6.10495 0.203075 34 9.23529
195 0.0477174 38.4973 5.83401 0.240282 25 11.68
198 0.0150529 13.7591 2.80194 0.324401 12 8.83333
199 0.0316123 25.9153 3.23597 0.25184 19 8.42105
200 0.0402427 32.978 6.58903 0.284865 23 9.65217
201 0.00709169 6.04005 2.04555 0.468983 5 10
202 0.0555744 45.5878 7.51902 0.295129 18 8.33333
204 0.0179099 14.9796 1.7235 0.264515 14 8
205 0.0237996 19.9425 2.81816 0.283055 16 9.25
206 0.00641788 5.39941 1.27483 0.421626 6 12.3333
207 0.0517128 42.9547 2.78023 0.175111 39 14.0513
208 0.0134826 11.202 2.00755 0.337116 10 11
209 0.0519161 41.7969 7.45047 0.23294 31 11.4194
212 0.0323051 27.4512 3.80444 0.25466 19 8
213 0.0351495 28.0555 3.69937 0.247703 20 8.7
216 0.00867067 7.1601 1.9198 0.409902 7 5.71429
217 0.0611831 49.3785 6.94256 0.212234 29 7.44828
218 0.00972513 7.99825 3.91035 0.537671 6 7
219 0.0415898 34.7235 8.19597 0.32881 20 6.3
221 0.0457578 37.9122 4.25838 0.212908 26 7.69231
222 0.0118252 9.76843 1.4264 0.32738 10 10.8
225 0.0283928 23.9877 7.05028 0.349839 16 8.5
227 0.0609984 49.627 3.74688 0.185568 34 10.1765
229 0.0264811 22.7368 4.79691 0.270109 20 7.9
230 0.0436639 38.8436 2.31571 0.179627 31 11.1613
233 0.0581346 50.5757 4.87257 0.211946 31 10.3226
234 0.0444381 37.5015 13.4623 0.40833 18 8.55556
235 0.011871 10.5303 1.65456 0.334835 9 7.11111
236 0.0209292 17.422 4.72231 0.354951 13 13.6923
238 0.0499312 40.1013 5.11323 0.201187 32 8.75
240 0.0307578 25.1181 2.28037 0.224315 22 10.0909
241 0.049062 40.6269 7.27048 0.264176 26 10.3846
242 0.0559504 45.6763 5.56229 0.191624 37 10.0541
244 0.0621281 52.2903 4.25358 0.180932 37 9.94595
245 0.049025 43.3797 5.88885 0.217936 29 8.48276
246 0.0233565 18.9051 2.97765 0.27925 15 7.46667
247 0.0215198 18.4404 3.78047 0.308486 12 10.5
248 0.0329761 27.9378 6.45258 0.294889 19 6.94737
249 0.04495 38.8873 4.9443 0.235459 24 9.25
250 0.0582262 49.7511 4.81292 0.201596 31 10.3226
252 0.0419817 34.8791 2.31068 0.198126 29 11.0345
254 0.0406154 34.5392 2.21949 0.174347 30 8
256 0.0133022 16.1883 4.83735 0.373989 12 8.5
259 0.0251103 19.8702 3.48 0.287016 15 9.6
263 0.0501199 41.8031 2.43593 0.167123 34 8.82353
265 0.0471445 36.4357 11.8593 0.417345 15 6.93333
266 0.0619523 49.7525 4.58793 0.204926 28 6.35714
267 0.0428209 35.4653 4.37626 0.248861 23 10
271 0.0518284 44.5993 5.20247 0.193984 33 8.12121
272 0.0287166 23.1098 2.8097 0.251663 17 9.17647
273 0.0655209 51.9663 3.59278 0.172221 35 10
274 0.0477881 39.0894 4.93498 0.236853 26 7.84615
276 0.0154705 12.8213 5.09242 0.454529 9 6.66667
277 0.0391709 33.9235 10.8206 0.356919 19 9.26316
278 0.0343897 28.312 6.01445 0.277194 22 8.45455
279 0.0204777 16.0618 4.24402 0.352877 11 8.54545
280 0.0102563 9.10459 3.77016 0.464383 8 6.5
282 0.0123842 9.70521 3.47458 0.423438 9 7.55556
283 0.00774204 6.58781 2.10642 0.458186 7 14.2857
285 0.0640218 52.8554 3.05454 0.160742 41 8.19512
287 0.0552588 46.2759 4.64858 0.190828 31 10.5806
288 0.0294446 24.5212 4.30709 0.284407 16 8.5
289 0.0620331 50.8274 9.69827 0.2454 28 8
292 0.0485351 39.9602 2.86984 0.187709 30 10.4
293 0.0740019 60.8459 9.2149 0.203935 40 10.05
295 0.0253012 20.9352 6.18116 0.387638 11 7.45455
296 0.0247821 20.4114 3.16365 0.270772 17 9.29412
298 0.028815 24.7281 3.69388 0.282174 16 8.75
300 0.0397094 33.1774 7.35667 0.354554 18 9.66667
301 0.0326927 29.6425 6.97481 0.330363 15 11.2
302 0.00821709 6.41138 1.59274 0.444275 5 9.2
303 0.0251055 21.1098 4.24933 0.341225 12 8.33333
304 0.0149563 12.5444 2.67511 0.348408 9 6.88889
305 0.0380661 31.942 7.77395 0.372146 13 8.61538
306 0.0359531 29.7741 5.03727 0.294713 15 8.4
309 0.054643 43.8988 3.61219 0.170738 38 10.4737
310 0.0294814 23.3436 3.43942 0.259296 19 7.57895
313 0.0347737 27.8204 3.26131 0.26661 20 10.7
316 0.0340435 32.1791 2.80525 0.207761 27 8.81481
317 0.022233 18.3022 3.36455 0.309633 14 11.1429
321 0.0218694 17.5448 3.9789 0.335138 13 8.61538
322 0.0491909 41.3904 3.69735 0.201912 30 10.3333
323 0.0582686 50.0351 5.70374 0.184217 35 11.6571
324 0.0538027 45.6976 6.43663 0.221049 28 7.35714
325 0.0463569 39.7247 2.57437 0.170678 34 11.4706
328 0.0424964 32.0933 13.0926 0.454281 14 6.85714
331 0.0318844 28.8447 7.89682 0.344439 15 6.26667
332 0.0187371 16.2362 3.10733 0.309081 12 8.83333
337 0.0249181 21.1435 5.79915 0.378336 14 7.14286
338 0.0435014 36.9746 8.61088 0.308621 21 6.47619
340 0.0301457 24.9667 2.82812 0.218657 23 11.0435
342 0.0423185 36.5864 2.96336 0.189736 32 8.8125
347 0.0340667 27.7042 2.80844 0.21508 26 8.53846
348 0.0438314 37.3603 4.16823 0.197892 31 10
349 0.0428426 36.3132 2.60684 0.179842 33 11.0909
350 0.0355233 31.5432 3.29852 0.216354 25 11.52
351 0.0407506 33.8899 2.63437 0.17436 32 9.5625
352 0.0261568 22.506 2.47936 0.269389 17 10.1176
353 0.0130856 11.9401 2.23789 0.33002 11 11.2727
355 0.0272613 23.7111 2.64702 0.223693 20 9.3
356 0.041558 35.3656 5.82789 0.241264 26 11.0769
360 0.061578 51.0896 9.25088 0.260118 24 5.33333
361 0.0534201 44.9725 3.27029 0.193708 27 10.1481
362 0.0567938 48.8096 5.64351 0.189084 34 10.7647
366 0.0198839 16.0418 1.67904 0.279671 15 10.8
367 0.0353213 28.415 3.49619 0.204126 26 10.6154
372 0.0445697 36.3404 3.60866 0.195594 29 9.17241
373 0.0527595 41.9866 6.23994 0.218613 28 11
374 0.0285791 24.2332 2.57766 0.23921 18 7.11111
375 0.027545 21.7868 3.9652 0.293772 16 8.125
376 0.0496172 46.0373 4.06708 0.174158 36 10.3889
377 0.0497794 41.0208 4.5204 0.214051 33 10.1212
378 0.0555462 46.6693 2.63099 0.159438 40 14.45
379 0.0255842 21.3345 2.80568 0.256503 19 8.52632
380 0.0483162 37.2623 11.9283 0.369004 16 5.5
382 0.0387581 30.4886 7.37897 0.328794 15 6.8
383 0.0160328 12.4843 2.05629 0.301543 12 9.66667
385 0.0311553 24.8882 2.16737 0.216318 22 7.90909
386 0.0443586 40.2325 4.61893 0.225961 26 8.76923
387 0.0635892 52.4845 4.37186 0.185719 30 8.46667
388 0.0458871 39.943 9.51413 0.316305 22 10.9091
390 0.0165659 13.9452 2.60516 0.326063 10 7.4
391 0.0148802 12.0284 2.20168 0.312481 12 8.66667
392 0.0277797 23.3434 7.64116 0.383487 14 11.4286
393 0.014782 11.9995 2.94571 0.403451 8 7.75
394 0.0527235 44.7138 9.28252 0.303047 21 8.47619
395 0.0230426 19.1226 3.75107 0.313445 13 7.69231
396 0.00909386 8.07365 2.06134 0.429174 6 9.66667
397 0.0493302 42.5321 7.39867 0.235873 28 11.6429
398 0.05276 44.4915 7.53462 0.278109 25 10.8
399 0.0234651 19.6982 3.45517 0.301113 16 8.625
402 0.00565253 5.36477 1.81952 0.488707 5 6
405 0.0440523 37.407 3.46693 0.200655 30 10
406 0.0161969 14.4249 2.68254 0.339923 10 9.4
407 0.0492353 41.4031 5.13368 0.222139 27 11.7037
408 0.0629738 54.6199 9.12816 0.261858 21 7.33333
409 0.0399712 31.7414 7.6924 0.311503 20 8.5
410 0.0400353 33.1997 4.15114 0.253429 21 6.57143
411 0.0503792 41.6757 4.04133 0.208043 30 10.4
412 0.014249 12.2478 1.86852 0.291658 12 7.66667
413 0.0450745 39.506 5.8548 0.236658 26 7.84615
415 0.0189568 16.7539 6.12254 0.479024 8 7.25
416 0.024868 23.1127 3.95362 0.272965 17 8.94118
421 0.0412599 34.78 6.64357 0.276219 20 7.1
422 0.0149555 12.3197 1.85903 0.293383 14 6.71429
423 0.0287108 24.9388 3.03074 0.221717 21 9.33333
424 0.042874 38.0124 4.36089 0.218341 29 14.2069
425 0.0548782 45.6518 3.53597 0.181111 36 10.3889
426 0.0188366 15.5984 2.84335 0.302187 12 7.33333
429 0.0560328 48.3296 5.88386 0.187808 35 12.5714
432 0.0273954 22.6791 3.72228 0.257831 19 7.78947
434 0.0345023 29.8073 8.74992 0.339642 18 7.22222
435 0.0349072 30.6112 4.7567 0.246134 21 13.1429
436 0.033125 31.6309 6.47292 0.307375 18 7.55556
437 0.0553982 46.3595 3.52888 0.186277 31 9.54839
438 0.0463294 37.5794 6.82908 0.281537 20 6.4
440 0.0271913 22.6759 4.16066 0.30454 15 7.73333
444 0.0556433 47.365 5.73112 0.207947 36 9
446 0.00635946 5.2239 1.28108 0.430015 6 8.33333
447 0.0155383 12.6315 2.56622 0.329272 11 7.45455
448 0.0612632 48.3291 10.0203 0.311286 19 6.63158
449 0.0164204 14.8949 3.08708 0.341267 10 12.4
450 0.0387561 31.9733 3.89502 0.249353 24 8.83333
451 0.0077167 6.35962 2.21529 0.432332 7 6.57143
457 0.0464889 38.2865 3.05559 0.184353 31 10.129
459 0.0225467 17.352 3.36278 0.330006 13 8.76923
461 0.0245864 20.2059 3.25159 0.288372 17 10.2353
462 0.0178614 15.6682 3.21971 0.314225 13 10
464 0.0352197 29.6811 4.40219 0.241582 21 5.2381
465 0.0594573 55.0352 18.7148 0.3599 28 10.6429
467 0.0563551 46.3712 7.85772 0.276208 26 6.84615
469 0.00686171 6.0084 1.33124 0.413492 6 8.66667
470 0.0208049 16.0691 3.40587 0.304734 13 12.9231
471 0.0314539 26.0586 2.81078 0.21048 26 13.0769
472 0.0517847 40.6974 7.28085 0.298318 20 7.2
473 0.047598 40.4075 7.63067 0.239169 31 7.35484
474 0.057371 49.0047 5.26888 0.197644 31 8.19355
476 0.0132629 11.1593 1.84767 0.316888 10 11.8
478 0.0279249 22.408 3.20799 0.267765 16 9
479 0.0345534 29.6461 2.44149 0.204554 25 9.68
482 0.00629716 5.93801 1.18673 0.416218 7 12.2857
483 0.0146557 12.4953 1.53763 0.290269 12 7.83333
484 0.0389567 32.5049 3.84968 0.235226 20 13.9
490 0.028195 23.8747 3.88128 0.29702 17 11.8824
491 0.0224272 17.9897 4.58732 0.332158 12 10.5
492 0.0280363 22.9704 5.62489 0.336706 15 8.93333
493 0.013134 10.8642 2.08377 0.364891 10 9.2
494 0.0274494 22.1387 2.54092 0.237825 20 11.2
496 0.0138136 11.1653 1.70309 0.30999 11 15.8182
499 0.0376564 31.3843 3.19054 0.205751 27 10
501 0.0238257 19.4489 1.73282 0.227176 19 11.2632
502 0.011061 8.64343 1.59552 0.36584 9 9.77778
504 0.0465458 38.6151 4.70752 0.231279 27 9.77778
505 0.00738304 6.44593 2.0903 0.436458 6 7
506 0.0484618 40.9177 3.32919 0.189001 31 8.70968
508 0.0351738 32.0274 3.31532 0.212212 24 7.75
509 0.023564 19.7879 2.11269 0.220081 21 10.0952
511 0.034508 29.0447 2.35405 0.189238 27 7.85185
513 0.0579173 48.8412 5.82044 0.200315 32 9.3125
514 0.00611697 4.71637 1.51552 0.520173 5 32
516 0.0572709 44.3006 8.4583 0.244374 28 9.57143
517 0.00982423 8.44341 3.13294 0.448603 7 11.1429
519 0.0455921 38.5742 7.57531 0.246947 27 10.4444
520 0.0185342 15.6942 1.70438 0.266675 14 11.1429
522 0.0486541 40.3726 5.4644 0.243545 22 8.09091
524 0.0509283 40.3062 6.11904 0.220755 27 7.77778
525 0.0305941 25.8772 3.58865 0.240475 19 12.6316
526 0.00615244 5.10696 1.39289 0.453692 5 11.2
529 0.0112637 8.67104 1.75001 0.364625 8 12.25
533 0.048974 40.7835 15.6254 0.454026 15 6
534 0.0208994 17.9607 3.21062 0.294735 17 9.52941
535 0.043507 36.4232 3.6426 0.201775 30 8.8
536 0.0128185 10.4202 2.28713 0.350434 9 9.55556
538 0.025589 21.5485 3.83359 0.294246 15 7.86667
540 0.0411166 34.3622 2.54886 0.167196 35 11.1429
542 0.0145593 12.749 3.0002 0.344691 10 8.4
546 0.0456128 37.247 9.23835 0.319554 19 6.21053
547 0.0247281 19.372 3.84493 0.384246 9 4.44444
548 0.0350704 29.7765 5.76032 0.276138 20 9
551 0.0243106 20.4454 9.01902 0.46788 14 8.42857
552 0.0562115 48.3576 4.87644 0.198843 33 10
553 0.07308 58.6896 12.3772 0.310786 28 9.64286
554 0.0188712 14.9254 4.26128 0.364442 10 10.2
555 0.0456497 36.6389 5.74386 0.23706 23 9.91304
556 0.0426543 36.5449 7.1249 0.252845 28 9.92857
557 0.0243727 22.2163 6.57255 0.427748 10 8
558 0.020165 17.6592 2.53216 0.282085 14 7.14286
559 0.0385044 34.3997 4.17756 0.270889 20 6.8
560 0.0402517 34.4959 2.66474 0.198547 31 9.03226
563 0.0560111 48.6598 4.85163 0.191297 33 9.57576
564 0.026102 21.0767 9.81968 0.500186 10 7.2
565 0.0502321 42.4057 6.74882 0.24071 32 9.875
566 0.0806887 63.9387 12.1449 0.251366 27 7.48148
568 0.0442445 37.1518 7.35617 0.27903 22 9
569 0.046386 39.6297 3.09846 0.194202 28 10.3571
573 0.0267998 21.8876 3.18105 0.234278 20 8.6
575 0.0228322 18.6962 1.82846 0.248931 17 8.47059
579 0.010918 9.55326 4.38856 0.546331 5 4.4
580 0.0664996 57.3131 14.9165 0.309429 26 8
581 0.0484451 41.0206 2.88372 0.172578 36 11.1667
582 0.0141555 11.8546 1.38895 0.275627 14 16.5714
583 0.0144941 12.636 2.0905 0.318685 11 6.90909
584 0.0453083 37.6775 5.22262 0.227895 28 11.5
585 0.0320422 25.2491 4.41565 0.274 17 6.47059
588 0.00846882 7.13094 1.59435 0.42088 6 12
589 0.0414732 33.6075 14.2737 0.494294 10 9
590 0.0439269 38.9502 3.37581 0.200487 30 6.93333
591 0.0371113 31.45 4.59457 0.21858 28 10
592 0.0495382 41.9643 8.26894 0.323149 13 7.38462
593 0.0611881 49.3592 7.60934 0.26459 27 7.18519
596 0.0370303 30.3335 3.53662 0.227054 23 11.4783
598 0.0329111 27.5155 5.91368 0.288914 17 10.8235
600 0.0541631 43.4635 3.03884 0.184348 31 10.4516
601 0.0074085 5.70223 2.39373 0.506367 5 8.8
602 0.0171202 13.4674 2.39625 0.291406 13 9.38462
603 0.0688961 56.9926 6.32358 0.212885 34 12.1765
605 0.0400302 32.6222 4.62245 0.24456 23 7.21739
606 0.0431801 37.7593 5.05761 0.226677 27 7.7037
609 0.0192169 17.9839 5.5684 0.409409 14 9.71429
611 0.0512927 42.4074 4.63049 0.213544 29 10.6207
613 0.06817 56.0476 3.88833 0.190965 32 9
614 0.0404861 33.4168 4.02633 0.240529 21 8.38095
618 0.0305013 25.5078 3.78206 0.266326 20 9.4
622 0.0441638 37.0335 6.20679 0.258446 23 9.21739
623 0.0401512 32.8721 3.89155 0.241365 20 6.5
625 0.0649962 53.2946 3.36283 0.156715 40 9.3
626 0.043343 35.8579 4.23714 0.210581 27 7.92593
627 0.0360844 30.1719 3.00325 0.211216 25 9.6
629 0.0124539 9.55985 3.19851 0.478792 5 7.2
630 0.0422465 37.5869 4.35108 0.247774 22 6.27273
632 0.0518689 44.368 5.71748 0.226367 26 8.61538
633 0.0112512 10.3272 4.3308 0.474241 7 10.5714
634 0.0549108 45.6482 4.06349 0.187915 36 11.5
636 0.0398374 34.6323 2.66223 0.202482 27 10.2222
641 0.0368328 31.7176 4.263 0.256425 20 7.5
643 0.0619928 53.0779 3.55338 0.179292 36 8.11111
644 0.012547 9.73263 4.51878 0.509474 7 6.85714
647 0.0442962 38.8717 3.10146 0.196299 28 6.42857
651 0.0248952 20.7709 4.83384 0.30356 17 9.41176
652 0.0285899 24.0042 3.20318 0.257088 21 9.71429
654 0.0252593 20.3137 2.44471 0.243318 20 16.4
655 0.00946808 8.18793 2.54292 0.421955 7 8.85714
657 0.0242799 20.3252 3.4344 0.287825 15 8.53333
658 0.0168555 13.7975 1.60959 0.276508 14 8.42857
659 0.0187423 15.7928 2.17871 0.295605 12 11.6667
660 0.0520847 43.6477 7.98258 0.302598 20 6.9
661 0.0466819 39.8362 3.80531 0.191068 29 10.8276
665 0.0417633 35.714 3.63124 0.18878 29 7.44828
666 0.0191426 16.597 2.39581 0.279183 14 8
667 0.0527927 46.1685 10.1389 0.262914 34 10.8824
668 0.0533615 45.1408 6.02129 0.225463 28 10.0714
669 0.00479456 4.04189 1.14684 0.452716 5 10
670 0.0217459 19.137 3.80113 0.276266 18 10.8889
671 0.0476722 39.9123 7.03753 0.254775 27 6.2963
673 0.0501333 43.793 6.10759 0.248965 24 9.16667
674 0.0105042 7.80719 2.55765 0.440111 8 5.25
675 0.0171248 14.4157 1.62508 0.26862 14 6.42857
677 0.0193966 17.8981 2.6224 0.254686 16 12.5
678 0.0463055 39.63 3.95226 0.229854 27 9.55556
679 0.0394814 35.0253 4.47981 0.210246 29 9.72414
681 0.0211519 19.1851 9.42131 0.512604 12 7.5
682 0.0428374 35.4583 3.12201 0.219512 24 9.41667
685 0.0462891 38.9976 8.70067 0.297335 22 10.5455
691 0.0601659 52.2882 5.25224 0.175316 36 8.16667
692 0.0450726 35.9694 4.53244 0.252775 21 10
693 0.0213313 19.1149 3.69476 0.301568 16 11
694 0.0455109 38.1824 8.72421 0.338121 17 6.70588
695 0.0215321 17.6723 1.96044 0.244721 18 9.44444
697 0.0455022 37.8399 6.71272 0.305439 19 5.47368
698 0.0228034 18.4573 4.04872 0.352881 11 5.81818
699 0.0631637 54.2312 12.6993 0.269165 33 10.6061
700 0.0348049 28.3312 2.14768 0.208614 24 8.66667
701 0.0544703 46.8976 4.34375 0.182801 36 10.8333
702 0.0374024 30.9648 4.49489 0.247302 22 8.54545
703 0.0475284 39.2402 2.42873 0.190464 31 9.80645
706 0.0400271 33.5943 9.95076 0.344625 17 7.17647
707 0.0452116 37.6265 3.97355 0.202938 28 10
709 0.0202422 15.7944 2.24169 0.301016 15 10.8
711 0.0242612 19.6803 7.47984 0.420637 12 8.33333
713 0.0273986 22.8129 4.72144 0.307945 18 9.22222
714 0.0335622 29.1136 4.97611 0.282701 22 10.0909
715 0.0356195 30.4811 3.11796 0.26539 15 8
717 0.0316082 27.6412 5.85964 0.33154 16 9.375
718 0.0365958 31.0699 3.53587 0.216521 25 8.56
719 0.0224353 19.847 1.90854 0.237436 18 9.22222
721 0.0335183 28.9338 3.0028 0.222188 23 11.1304
725 0.0450553 36.7709 3.56335 0.215629 25 9.28
727 0.0583167 48.5035 9.0268 0.274459 22 6.27273
728 0.0554049 43.9467 2.86716 0.16918 38 12.2632
729 0.0574303 46.8685 4.19641 0.215274 31 8.32258
730 0.011876 11.2775 1.56941 0.296857 11 13.2727
732 0.0128769 10.2662 1.53477 0.290554 13 10.7692
735 0.0410525 34.6403 3.36332 0.195608 26 10.6923
736 0.0270016 21.8122 3.30043 0.252049 17 10.2353
738 0.0434445 36.2255 3.5273 0.21299 25 7.84
739 0.0105015 8.81697 1.87651 0.375605 8 8.75
743 0.00793051 6.1252 1.33864 0.407931 6 8
744 0.0357369 30.0672 4.39585 0.241348 22 7.72727
745 0.0333553 28.8601 4.56268 0.257035 22 10.4545
746 0.0701357 58.2868 6.02675 0.172597 37 10
752 0.0235968 23.6907 8.8735 0.406698 15 9.86667
754 0.0158932 13.1529 2.20998 0.321118 12 10.3333
756 0.0196186 17.2218 2.35135 0.315167 13 7.07692
760 0.037922 30.7123 3.89795 0.220466 26 8.61538
761 0.0265911 23.3219 2.7149 0.255516 18 10.2222
762 0.0212921 17.6374 2.46435 0.282445 14 8.14286
764 0.0191677 16.1235 4.06962 0.367434 10 6.6
768 0.027291 22.2259 4.20028 0.32507 13 9.07692
769 0.0401467 34.6037 3.85596 0.218081 27 10.1481
770 0.0151629 11.2458 5.09482 0.50109 7 6.28571
773 0.0183149 16.1587 5.01928 0.384754 14 8.14286
