eventNumber clusterCharge clusterPE clusterMaxPE clusterChargeBalance clusterHits
809 0.275428 228.801 13.7345 0.138661 79
810 0.208756 174.684 11.5293 0.153777 78
813 0.307427 269.189 100.25 0.402144 56
814 0.0384035 32.2542 6.14456 0.270484 24
815 0.126071 107.096 6.4565 0.159088 58
816 0.149824 126.389 19.3488 0.201613 63
817 0.272103 229.18 11.2474 0.125534 96
818 0.258949 219.166 44.4702 0.222526 84
819 0.12535 101.588 20.1062 0.27568 40
820 0.313941 259.965 21.5139 0.152077 93
821 0.0433753 35.8562 3.25246 0.229297 22
823 0.206845 174.111 12.4314 0.140038 80
824 0.12494 107.322 19.1582 0.242186 48
826 0.263545 211.032 34.8752 0.245117 61
827 0.159749 126.84 10.2754 0.175499 56
828 0.326003 268.667 46.7348 0.209495 87
829 0.00999556 8.16083 1.89439 0.390008 8
830 0.164177 137.127 5.80221 0.116126 78
832 0.0564309 47.26 17.8927 0.394599 24
836 0.336541 284.459 25.1571 0.161617 89
837 0.0844302 71.4891 4.43167 0.141168 54
838 0.243613 201.406 16.1723 0.142983 80
839 0.251506 213.116 18.0698 0.173539 69
840 0.473378 336.539 234.547 0.695361 62
841 0.169102 134.129 17.448 0.265522 41
842 0.268164 225.638 45.1546 0.264913 70
843 0.0709355 58.739 7.88584 0.177613 46
845 0.0838736 68.5564 5.02147 0.158059 47
846 0.326559 270.674 29.8595 0.18764 96
848 0.217037 189.46 27.5567 0.232808 65
850 0.371117 308.559 28.208 0.128752 109
851 0.326882 275.206 19.9971 0.18034 74
852 0.142142 114.252 13.1785 0.188823 63
853 0.370061 306.674 24.0477 0.125578 106
855 0.0475796 38.8207 4.8685 0.20076 30
856 0.279004 237.74 13.2934 0.131499 90
857 0.360092 307.483 12.2187 0.104972 116
860 0.0923627 76.9669 13.9942 0.256475 36
862 0.234628 198.67 15.4331 0.150203 82
863 0.350314 282.633 25.1627 0.171011 85
864 0.0206708 17.8568 2.57664 0.27854 14
865 0.111712 92.7579 16.2767 0.233208 50
867 0.266884 237.646 18.1973 0.149416 86
868 0.209591 186.407 42.7208 0.287776 56
870 0.248324 208.972 24.803 0.198687 74
872 0.272119 214.473 61.8049 0.374672 58
874 0.284877 236.203 12.482 0.115299 104
877 0.175266 145.209 17.5038 0.160006 75
878 0.120447 100.941 9.79483 0.198882 43
879 0.396443 345.418 125.244 0.378516 68
880 0.254993 203.004 24.3435 0.209193 68
881 0.255513 216.323 27.4048 0.1637 88
883 0.0985087 83.4122 8.10425 0.169851 52
884 0.264299 222.177 10.2613 0.126158 92
885 0.21912 185.945 10.3527 0.130395 87
886 0.0173136 13.378 2.43831 0.324582 10
887 0.229049 188.062 10.4203 0.120096 91
888 0.0629114 52.937 5.74803 0.209097 31
889 0.281043 236.864 21.282 0.168387 94
890 0.0332046 27.6745 3.45992 0.268077 19
891 0.217881 179.715 27.7099 0.227127 70
892 0.134063 142.192 41.618 0.360984 43
893 0.137987 115.654 7.71308 0.148794 60
895 0.287024 246.989 24.7752 0.15949 87
897 0.182202 156.671 20.001 0.203386 64
898 0.0524988 44.2316 5.06086 0.177126 39
899 0.0697612 59.228 15.501 0.321314 27
901 0.231301 198.489 19.2081 0.165585 73
902 0.350002 287.466 13.1796 0.109508 106
903 0.327781 271.512 30.9952 0.152502 110
904 0.228993 205.284 53.7943 0.275551 81
906 0.149321 125.615 10.6602 0.139032 67
908 0.0129696 11.557 1.97171 0.317361 10
909 0.0822503 69.7754 5.12685 0.170892 50
911 0.340963 282.116 25.0546 0.21131 75
912 0.292389 248.862 19.11 0.16107 81
913 0.049506 40.9809 3.89686 0.192632 32
914 0.316265 262.368 25.4529 0.165793 88
915 0.240392 203.702 31.88 0.220079 73
916 0.182111 150.128 12.3948 0.12765 83
917 0.0347664 28.4048 2.82589 0.220498 23
918 0.0148869 11.8619 2.75034 0.326712 13
919 0.213127 174.949 11.3698 0.127086 81
920 0.0670203 57.355 6.61023 0.200286 39
921 0.157637 137.296 53.9549 0.408062 54
922 0.0659526 57.8554 9.20296 0.264773 29
923 0.134953 110.381 32.1472 0.304691 52
924 0.183051 149.761 27.165 0.262098 52
926 0.0535415 42.4642 3.3568 0.183804 30
927 0.053289 44.8823 3.41148 0.182846 33
928 0.0353527 28.0639 6.49722 0.284167 21
929 0.220968 192.308 14.0714 0.14707 77
931 0.0927535 78.3261 5.8717 0.146328 55
932 0.015206 12.7219 2.39093 0.353994 10
933 0.0717433 64.8603 7.24852 0.21648 38
935 0.281664 240.613 36.7169 0.255945 66
936 0.266145 226.302 17.3268 0.14575 85
937 0.252517 213.392 24.7998 0.196562 74
939 0.300591 252.99 12.8693 0.118241 100
940 0.166447 137.305 16.9227 0.220618 63
943 0.270797 233.059 26.6598 0.178909 80
944 0.0389881 35.1977 8.47283 0.324236 19
945 0.295677 245.519 37.7368 0.239296 67
946 0.0970174 84.5417 17.3862 0.23856 55
947 0.176608 138.919 17.5411 0.190937 71
948 0.351554 290.009 12.2604 0.103321 119
949 0.220617 186.856 13.0986 0.154669 83
950 0.186664 163.712 17.6571 0.211476 54
952 0.257182 221.761 14.3819 0.133315 85
953 0.00989382 8.47011 2.01306 0.388548 7
954 0.143549 120.96 11.3009 0.167442 60
955 0.099065 82.5314 6.13215 0.156594 51
956 0.263462 210.926 19.6228 0.198436 72
957 0.0725898 59.6792 9.31613 0.229986 39
958 0.0640862 53.9856 5.92662 0.189732 38
959 0.137549 114.629 9.65733 0.151346 64
960 0.167751 137.448 64.9946 0.486621 49
961 0.179075 154.174 19.4455 0.209257 57
963 0.0386216 32.5115 5.41695 0.242133 25
964 0.228793 180.171 21.8416 0.201769 64
966 0.0208605 16.6953 1.51981 0.233829 18
967 0.202789 168.865 16.488 0.142928 85
968 0.121205 106.213 29.1297 0.297776 52
969 0.380514 311.338 22.7336 0.160942 99
971 0.190645 159.401 10.7044 0.131422 82
973 0.192872 160.061 8.9451 0.111046 86
975 0.0195831 17.4834 4.453 0.323452 15
976 0.29454 241.504 25.3305 0.165881 94
977 0.25786 214.415 28.0853 0.1629 89
978 0.395299 323.882 20.4847 0.127213 109
979 0.1069 87.9819 6.76527 0.167099 49
980 0.103817 83.4844 14.1146 0.211496 46
981 0.308097 255.826 15.0805 0.119706 99
982 0.372022 306.987 17.7429 0.130837 111
984 0.14093 116.837 6.49773 0.118609 71
985 0.145275 118.172 12.8253 0.178432 66
987 0.00755868 5.2986 1.35694 0.443615 5
988 0.102729 83.3975 7.47581 0.167327 48
989 0.386409 327.249 20.6146 0.126157 121
990 0.177072 151.667 11.1767 0.143488 73
992 0.137351 114.32 6.77402 0.136168 68
993 0.164605 134.702 17.5574 0.197272 54
994 0.124987 97.9811 26.9954 0.320055 44
995 0.190979 157.51 12.3226 0.163068 60
996 0.0949552 79.8683 5.83589 0.160054 49
997 0.226745 192.987 17.2964 0.151453 83
998 0.119344 102.669 6.82213 0.143619 64
999 0.288018 244.9 49.6238 0.236532 86
