eventNumber true_vertex_X true_vertex_Y true_vertex_Z true_t0 true_dir_X true_dir_Y true_dir_Z true_energy true_track_length
61 0 -0.000210017 6.10352e-06 0 0.258612 -0.643581 -0.720364 6.18 0.336332
62 0 -0.000210017 6.10352e-06 0 0.330815 0.88705 0.322032 6.18 1.03071
63 0 -0.000210017 6.10352e-06 0 0.639486 0.764578 -0.080489 6.18 0.80342
64 0 -0.000210017 6.10352e-06 0 0.112334 -0.842457 -0.526922 6.18 0.370445
65 0 -0.000210017 6.10352e-06 0 0.389513 -0.748511 0.536666 6.18 0.262927
66 0 -0.000210017 6.10352e-06 0 -0.705765 -0.693274 0.14583 6.18 0.251698
67 0 -0.000210017 6.10352e-06 0 -0.398237 0.0316802 0.916735 6.18 0.697776
68 0 -0.000210017 6.10352e-06 0 0.656411 -0.7544 0.00238729 6.18 0.153931
69 0 -0.000210017 6.10352e-06 0 0.399517 0.763988 0.506664 6.18 0.537278
70 0 -0.000210017 6.10352e-06 0 0.330502 0.9424 -0.0514884 6.18 0.577528
71 0 -0.000210017 6.10352e-06 0 0.42406 -0.795942 -0.432031 6.18 0.5433
72 0 -0.000210017 6.10352e-06 0 0.867709 -0.486141 -0.10367 6.18 0.559751
73 0 -0.000210017 6.10352e-06 0 -0.423129 0.483202 -0.766471 6.18 1.143
74 0 -0.000210017 6.10352e-06 0 0.862295 0.491903 -0.120324 6.18 0.655048
75 0 -0.000210017 6.10352e-06 0 0.233294 0.972399 0.00366986 6.18 1.66339
76 0 -0.000210017 6.10352e-06 0 0.186796 -0.190375 -0.963776 6.18 0.318332
77 0 -0.000210017 6.10352e-06 0 0.897239 -0.426031 -0.11602 6.18 0.179338
78 0 -0.000210017 6.10352e-06 0 0.656771 -0.725378 0.206103 6.18 0.710816
79 0 -0.000210017 6.10352e-06 0 -0.829792 0.557999 -0.00911534 6.18 1.75329
80 0 -0.000210017 6.10352e-06 0 0.748957 -0.660103 -0.0576751 6.18 0.164537
81 0 -0.000210017 6.10352e-06 0 0.673833 0.678353 0.292894 6.18 0.722055
82 0 -0.000210017 6.10352e-06 0 -0.115889 0.772112 0.62483 6.18 0.703617
83 0 -0.000210017 6.10352e-06 0 -0.137786 -0.94005 -0.311964 6.18 0.371953
84 0 -0.000210017 6.10352e-06 0 -0.622123 0.588463 -0.516405 6.18 0.866831
85 0 -0.000210017 6.10352e-06 0 0.248802 0.0913854 -0.964233 6.18 0.254744
86 0 -0.000210017 6.10352e-06 0 -0.686104 -0.609458 0.397268 6.18 1.02194
87 0 -0.000210017 6.10352e-06 0 0.0201293 -0.634096 0.772992 6.18 0.836964
88 0 -0.000210017 6.10352e-06 0 0.668224 -0.012586 -0.743853 6.18 1.05291
89 0 -0.000210017 6.10352e-06 0 0.126442 -0.587351 0.799394 6.18 2.05606
90 0 -0.000210017 6.10352e-06 0 -0.123264 -0.430032 -0.894359 6.18 1.32468
91 0 -0.000210017 6.10352e-06 0 0.765757 -0.34008 0.545859 6.18 0.961502
92 0 -0.000210017 6.10352e-06 0 0.458299 -0.659524 -0.595811 6.18 0.136104
93 0 -0.000210017 6.10352e-06 0 -0.874509 0.260269 0.409261 6.18 1.04677
94 0 -0.000210017 6.10352e-06 0 -0.0383617 -0.149686 -0.987989 6.18 0.796951
95 0 -0.000210017 6.10352e-06 0 0.0542957 0.671468 0.739041 6.18 0.311786
96 0 -0.000210017 6.10352e-06 0 -0.44876 0.522378 -0.725076 6.18 1.26856
97 0 -0.000210017 6.10352e-06 0 0.901333 -0.034249 0.43177 6.18 1.55631
98 0 -0.000210017 6.10352e-06 0 0.542194 -0.820014 0.183313 6.18 1.49514
99 0 -0.000210017 6.10352e-06 0 0.97116 0.223191 0.0838674 6.18 0.722938
100 0 -0.000210017 6.10352e-06 0 -0.930305 -0.208607 -0.301689 6.18 0.192203
101 0 -0.000210017 6.10352e-06 0 0.242883 0.00841911 -0.970019 6.18 1.2412
102 0 -0.000210017 6.10352e-06 0 0.563087 -0.731686 -0.384146 6.18 0.459019
103 0 -0.000210017 6.10352e-06 0 -0.536302 0.209375 0.817644 6.18 0.456257
104 0 -0.000210017 6.10352e-06 0 -0.286492 0.0562344 -0.956431 6.18 0.402882
105 0 -0.000210017 6.10352e-06 0 0.754069 0.654309 -0.0570885 6.18 1.0779
106 0 -0.000210017 6.10352e-06 0 0.661253 -0.374827 0.649807 6.18 0.753788
107 0 -0.000210017 6.10352e-06 0 0.0228297 -0.816553 -0.576819 6.18 1.20496
108 0 -0.000210017 6.10352e-06 0 -0.465801 -0.805553 -0.366215 6.18 0.85556
109 0 -0.000210017 6.10352e-06 0 0.793631 -0.24645 0.556249 6.18 0.545998
110 0 -0.000210017 6.10352e-06 0 -0.876364 -0.474906 -0.0803125 6.18 0.280063
111 0 -0.000210017 6.10352e-06 0 -0.642907 0.467602 -0.606645 6.18 0.820527
112 0 -0.000210017 6.10352e-06 0 0.771013 -0.628094 -0.105051 6.18 0.955786
113 0 -0.000210017 6.10352e-06 0 -0.508878 -0.062218 0.858587 6.18 0.716775
114 0 -0.000210017 6.10352e-06 0 0.761037 -0.548236 -0.346784 6.18 0.757188
115 0 -0.000210017 6.10352e-06 0 -0.234912 0.970212 0.0592072 6.18 2.0457
116 0 -0.000210017 6.10352e-06 0 0.690021 -0.715948 0.106254 6.18 1.23319
117 0 -0.000210017 6.10352e-06 0 -0.236946 -0.80304 -0.546794 6.18 0.400841
118 0 -0.000210017 6.10352e-06 0 0.336567 0.941153 -0.0308832 6.18 1.7332
119 0 -0.000210017 6.10352e-06 0 -0.776333 -0.100275 -0.622296 6.18 0.461951
120 0 -0.000210017 6.10352e-06 0 0.970061 0.24136 -0.0269797 6.18 0.157264
121 0 -0.000210017 6.10352e-06 0 0.390858 0.794732 0.464361 6.18 0.804635
122 0 -0.000210017 6.10352e-06 0 0.101887 0.54863 -0.829834 6.18 1.04445
123 0 -0.000210017 6.10352e-06 0 0.893202 -0.447219 0.0467534 6.18 0.314763
124 0 -0.000210017 6.10352e-06 0 -0.689608 0.581822 0.431188 6.18 0.227201
125 0 -0.000210017 6.10352e-06 0 -0.818636 -0.570953 -0.0620313 6.18 0.381176
126 0 -0.000210017 6.10352e-06 0 -0.558957 0.591007 0.581616 6.18 0.482178
127 0 -0.000210017 6.10352e-06 0 0.986654 -0.0285274 -0.160312 6.18 0.448577
128 0 -0.000210017 6.10352e-06 0 0.091557 0.0450944 0.994778 6.18 0.638229
129 0 -0.000210017 6.10352e-06 0 -0.276631 -0.62863 0.726842 6.18 0.278016
130 0 -0.000210017 6.10352e-06 0 0.818261 -0.100774 0.565946 6.18 0.932999
131 0 -0.000210017 6.10352e-06 0 0.793181 0.534884 -0.291141 6.18 0.483169
132 0 -0.000210017 6.10352e-06 0 0.558754 0.473851 -0.680632 6.18 0.855646
133 0 -0.000210017 6.10352e-06 0 0.0925497 -0.43782 0.894286 6.18 0.295216
134 0 -0.000210017 6.10352e-06 0 0.121328 -0.992612 -0.00131953 6.18 0.750658
135 0 -0.000210017 6.10352e-06 0 -0.148979 0.848468 0.507846 6.18 1.02642
136 0 -0.000210017 6.10352e-06 0 -0.151238 0.901836 -0.404745 6.18 0.535825
137 0 -0.000210017 6.10352e-06 0 -0.490494 0.352758 0.796855 6.18 0.351254
138 0 -0.000210017 6.10352e-06 0 -0.321981 0.184928 -0.928509 6.18 1.10347
139 0 -0.000210017 6.10352e-06 0 0.856739 -0.445726 -0.259474 6.18 0.728737
140 0 -0.000210017 6.10352e-06 0 -0.263412 -0.326581 0.907722 6.18 0.503356
141 0 -0.000210017 6.10352e-06 0 0.432392 0.265397 -0.861743 6.18 0.55099
142 0 -0.000210017 6.10352e-06 0 -0.222834 -0.662294 0.71534 6.18 1.76374
143 0 -0.000210017 6.10352e-06 0 0.276302 0.642254 -0.71496 6.18 0.887243
144 0 -0.000210017 6.10352e-06 0 0.922891 0.366249 -0.118886 6.18 1.38494
145 0 -0.000210017 6.10352e-06 0 -0.652149 0.736641 -0.17906 6.18 0.773375
146 0 -0.000210017 6.10352e-06 0 0.261794 0.511708 -0.818303 6.18 1.71689
147 0 -0.000210017 6.10352e-06 0 0.50787 0.370713 -0.777586 6.18 0.408619
148 0 -0.000210017 6.10352e-06 0 -0.403695 -0.839088 0.364638 6.18 0.80699
149 0 -0.000210017 6.10352e-06 0 -0.464126 -0.433865 0.772236 6.18 1.21189
150 0 -0.000210017 6.10352e-06 0 -0.212877 -0.89656 0.388412 6.18 0.438361
151 0 -0.000210017 6.10352e-06 0 0.313996 -0.828503 -0.46367 6.18 0.23634
152 0 -0.000210017 6.10352e-06 0 0.756875 0.64881 0.078656 6.18 0.324072
153 0 -0.000210017 6.10352e-06 0 0.548359 0.820277 -0.16263 6.18 0.628744
154 0 -0.000210017 6.10352e-06 0 -0.302959 -0.312962 -0.90015 6.18 0.113192
155 0 -0.000210017 6.10352e-06 0 0.608208 -0.334776 -0.719728 6.18 0.377043
156 0 -0.000210017 6.10352e-06 0 -0.203326 -0.76948 0.605441 6.18 2.01632
157 0 -0.000210017 6.10352e-06 0 -0.15439 0.4555 0.876746 6.18 0.581708
158 0 -0.000210017 6.10352e-06 0 -0.322786 -0.818218 -0.47574 6.18 0.154953
159 0 -0.000210017 6.10352e-06 0 -0.46633 0.491312 -0.735628 6.18 0.0253859
160 0 -0.000210017 6.10352e-06 0 -0.211762 0.685275 0.696818 6.18 0.315317
161 0 -0.000210017 6.10352e-06 0 0.857889 0.359356 -0.367274 6.18 1.16344
162 0 -0.000210017 6.10352e-06 0 0.90805 -0.240226 0.343127 6.18 0.662126
163 0 -0.000210017 6.10352e-06 0 -0.935889 0.328913 -0.126203 6.18 0.632643
164 0 -0.000210017 6.10352e-06 0 0.523268 -0.285049 0.80308 6.18 0.852868
165 0 -0.000210017 6.10352e-06 0 -0.129907 0.638882 -0.758257 6.18 1.10723
166 0 -0.000210017 6.10352e-06 0 0.127464 0.715652 0.686728 6.18 0.16232
167 0 -0.000210017 6.10352e-06 0 0.756962 -0.157472 -0.634201 6.18 0.665615
168 0 -0.000210017 6.10352e-06 0 0.48359 0.634345 0.603115 6.18 0.550151
169 0 -0.000210017 6.10352e-06 0 -0.52407 0.503232 -0.687102 6.18 0.129515
170 0 -0.000210017 6.10352e-06 0 0.410317 -0.407983 0.815592 6.18 0.581727
171 0 -0.000210017 6.10352e-06 0 -0.755361 0.0742281 -0.651091 6.18 1.25151
172 0 -0.000210017 6.10352e-06 0 -0.212321 -0.959216 0.186611 6.18 0.198944
173 0 -0.000210017 6.10352e-06 0 -0.804574 -0.589669 0.0703663 6.18 0.435028
174 0 -0.000210017 6.10352e-06 0 -0.116917 -0.816349 0.565601 6.18 0.198466
175 0 -0.000210017 6.10352e-06 0 -0.969802 -0.164614 0.179961 6.18 1.40826
176 0 -0.000210017 6.10352e-06 0 -0.980386 -0.186763 -0.062958 6.18 0.529833
177 0 -0.000210017 6.10352e-06 0 -0.742743 -0.663821 -0.0876074 6.18 1.28866
178 0 -0.000210017 6.10352e-06 0 -0.428937 -0.459662 0.77764 6.18 0.88973
179 0 -0.000210017 6.10352e-06 0 -0.663289 -0.743051 -0.0890163 6.18 0.513513
180 0 -0.000210017 6.10352e-06 0 0.486447 0.494854 -0.720062 6.18 0.966106
181 0 -0.000210017 6.10352e-06 0 0.724138 0.184995 -0.66438 6.18 0.00495096
182 0 -0.000210017 6.10352e-06 0 -0.240845 0.887862 0.39204 6.18 2.05921
183 0 -0.000210017 6.10352e-06 0 0.413284 -0.331196 -0.848236 6.18 0.524597
184 0 -0.000210017 6.10352e-06 0 -0.345159 0.331398 -0.878089 6.18 0.132121
185 0 -0.000210017 6.10352e-06 0 -0.364477 0.916128 -0.166932 6.18 0.958239
186 0 -0.000210017 6.10352e-06 0 0.488895 0.00459288 -0.872331 6.18 0.617542
187 0 -0.000210017 6.10352e-06 0 -0.242895 0.44646 0.861206 6.18 0.609578
188 0 -0.000210017 6.10352e-06 0 0.104637 -0.873752 -0.474982 6.18 0.2362
189 0 -0.000210017 6.10352e-06 0 -0.671566 -0.715072 -0.194093 6.18 0.641308
190 0 -0.000210017 6.10352e-06 0 0.848753 0.323372 0.418389 6.18 0.672292
191 0 -0.000210017 6.10352e-06 0 0.214713 0.634444 -0.742549 6.18 0.71678
192 0 -0.000210017 6.10352e-06 0 0.0510286 -0.545506 0.836552 6.18 0.586118
193 0 -0.000210017 6.10352e-06 0 0.883279 0.00314884 0.468838 6.18 0.71237
194 0 -0.000210017 6.10352e-06 0 0.993048 -0.0727959 -0.0924958 6.18 0.478929
195 0 -0.000210017 6.10352e-06 0 0.699221 0.648936 -0.299953 6.18 0.865227
196 0 -0.000210017 6.10352e-06 0 0.390719 -0.834352 0.388839 6.18 0.58312
197 0 -0.000210017 6.10352e-06 0 0.358984 -0.600414 -0.714586 6.18 1.34195
198 0 -0.000210017 6.10352e-06 0 0.534784 0.701469 0.471113 6.18 0.546147
199 0 -0.000210017 6.10352e-06 0 -0.538868 -0.838496 -0.0808996 6.18 0.358722
200 0 -0.000210017 6.10352e-06 0 0.628065 0.579526 -0.519311 6.18 0.0539388
201 0 -0.000210017 6.10352e-06 0 0.38799 0.917218 0.0904143 6.18 0.507273
202 0 -0.000210017 6.10352e-06 0 -0.792917 -0.0511869 0.607176 6.18 0.858525
203 0 -0.000210017 6.10352e-06 0 0.789575 -0.561978 0.24648 6.18 1.31318
204 0 -0.000210017 6.10352e-06 0 0.808919 0.369868 0.456998 6.18 1.03924
205 0 -0.000210017 6.10352e-06 0 0.261398 -0.343499 -0.902042 6.18 0.199255
206 0 -0.000210017 6.10352e-06 0 -0.442692 -0.721299 -0.532684 6.18 1.45125
207 0 -0.000210017 6.10352e-06 0 0.207378 -0.815878 0.539757 6.18 0.97957
208 0 -0.000210017 6.10352e-06 0 -0.312536 0.622744 0.717294 6.18 0.459948
209 0 -0.000210017 6.10352e-06 0 0.17603 0.392511 -0.902745 6.18 0.376807
210 0 -0.000210017 6.10352e-06 0 0.145347 -0.697515 0.701674 6.18 1.07162
211 0 -0.000210017 6.10352e-06 0 0.140542 -0.890202 -0.433346 6.18 0.0634509
212 0 -0.000210017 6.10352e-06 0 0.243876 0.725848 -0.643171 6.18 0.693161
213 0 -0.000210017 6.10352e-06 0 -0.568456 0.691435 -0.445843 6.18 0.22121
214 0 -0.000210017 6.10352e-06 0 -0.270511 -0.690826 -0.670509 6.18 0.616312
215 0 -0.000210017 6.10352e-06 0 0.846649 -0.495349 0.194461 6.18 1.0162
216 0 -0.000210017 6.10352e-06 0 0.324678 0.690018 -0.646884 6.18 0.701391
217 0 -0.000210017 6.10352e-06 0 0.671251 0.641852 0.370741 6.18 1.02961
218 0 -0.000210017 6.10352e-06 0 0.652955 0.18711 0.73392 6.18 1.18434
219 0 -0.000210017 6.10352e-06 0 -0.716635 -0.562626 -0.412171 6.18 0.218339
220 0 -0.000210017 6.10352e-06 0 0.698077 0.708809 0.101384 6.18 0.554583
221 0 -0.000210017 6.10352e-06 0 0.590824 -0.681154 -0.432384 6.18 0.564875
222 0 -0.000210017 6.10352e-06 0 -0.423095 -0.835353 -0.350963 6.18 0.11555
223 0 -0.000210017 6.10352e-06 0 -0.401593 0.295192 0.86694 6.18 0.305324
224 0 -0.000210017 6.10352e-06 0 -0.0722178 0.222901 -0.972162 6.18 0.558104
225 0 -0.000210017 6.10352e-06 0 -0.864589 0.322254 -0.385536 6.18 1.28645
226 0 -0.000210017 6.10352e-06 0 -0.368468 -0.508053 -0.778533 6.18 0.770663
227 0 -0.000210017 6.10352e-06 0 0.818537 0.427546 -0.383668 6.18 0.680151
228 0 -0.000210017 6.10352e-06 0 -0.54098 -0.384362 -0.748069 6.18 0.924967
229 0 -0.000210017 6.10352e-06 0 0.696615 -0.658144 0.28561 6.18 0.769978
230 0 -0.000210017 6.10352e-06 0 -0.355576 -0.300145 -0.885143 6.18 0.49733
231 0 -0.000210017 6.10352e-06 0 0.705607 -0.594719 -0.385264 6.18 0.82148
232 0 -0.000210017 6.10352e-06 0 0.147043 0.897375 0.416048 6.18 0.130642
233 0 -0.000210017 6.10352e-06 0 0.946884 0.174469 0.270132 6.18 0.730975
234 0 -0.000210017 6.10352e-06 0 0.265528 -0.0968316 0.959228 6.18 0.323134
235 0 -0.000210017 6.10352e-06 0 0.758163 0.426675 -0.493091 6.18 0.658003
236 0 -0.000210017 6.10352e-06 0 0.396825 0.350098 0.848505 6.18 0.0232691
237 0 -0.000210017 6.10352e-06 0 -0.0276595 -0.972934 -0.229422 6.18 0.754588
238 0 -0.000210017 6.10352e-06 0 -0.304374 0.618495 -0.724445 6.18 0.237646
239 0 -0.000210017 6.10352e-06 0 -0.463861 0.591524 0.659494 6.18 0.570746
240 0 -0.000210017 6.10352e-06 0 -0.926934 0.374212 0.027555 6.18 0.441578
241 0 -0.000210017 6.10352e-06 0 -0.578522 -0.381391 -0.721008 6.18 0.310488
242 0 -0.000210017 6.10352e-06 0 -0.516103 0.450281 0.728618 6.18 1.25154
243 0 -0.000210017 6.10352e-06 0 -0.346934 -0.334241 -0.87631 6.18 0.681943
244 0 -0.000210017 6.10352e-06 0 0.199394 0.771664 -0.603967 6.18 0.527268
245 0 -0.000210017 6.10352e-06 0 0.100772 0.465661 -0.879207 6.18 0.160662
246 0 -0.000210017 6.10352e-06 0 -0.927681 -0.348057 -0.135147 6.18 0.356713
247 0 -0.000210017 6.10352e-06 0 0.338266 -0.0848652 0.937216 6.18 0.262483
248 0 -0.000210017 6.10352e-06 0 0.749775 0.360211 -0.555054 6.18 1.35622
249 0 -0.000210017 6.10352e-06 0 -0.490038 -0.32508 -0.808817 6.18 0.517398
250 0 -0.000210017 6.10352e-06 0 -0.53701 0.843318 0.0208707 6.18 0.438004
251 0 -0.000210017 6.10352e-06 0 0.10006 0.358845 0.928019 6.18 0.994948
252 0 -0.000210017 6.10352e-06 0 0.22719 -0.884584 -0.407304 6.18 1.21581
253 0 -0.000210017 6.10352e-06 0 -0.397611 -0.871395 0.287361 6.18 0.441491
254 0 -0.000210017 6.10352e-06 0 -0.68076 -0.513252 0.522626 6.18 0.38925
255 0 -0.000210017 6.10352e-06 0 0.35584 -0.459714 0.813659 6.18 1.70403
256 0 -0.000210017 6.10352e-06 0 0.903949 -0.321893 -0.281534 6.18 0.844345
257 0 -0.000210017 6.10352e-06 0 0.0705746 0.417229 0.906057 6.18 0.950166
258 0 -0.000210017 6.10352e-06 0 -0.29377 0.148702 -0.944239 6.18 0.492521
259 0 -0.000210017 6.10352e-06 0 0.514308 0.549305 -0.658598 6.18 0.776384
260 0 -0.000210017 6.10352e-06 0 -0.862487 0.302532 -0.405697 6.18 0.119813
261 0 -0.000210017 6.10352e-06 0 -0.251531 -0.0584655 -0.966082 6.18 0.738327
262 0 -0.000210017 6.10352e-06 0 -0.244189 0.776564 0.580793 6.18 0.0987758
263 0 -0.000210017 6.10352e-06 0 0.635031 0.174311 0.752564 6.18 1.01298
264 0 -0.000210017 6.10352e-06 0 -0.00447358 0.946902 0.321492 6.18 1.02289
265 0 -0.000210017 6.10352e-06 0 0.075954 0.330595 0.940711 6.18 0.439991
266 0 -0.000210017 6.10352e-06 0 0.592506 0.697321 0.403336 6.18 0.108477
267 0 -0.000210017 6.10352e-06 0 -0.626823 0.490754 -0.605189 6.18 0.46989
268 0 -0.000210017 6.10352e-06 0 0.0280958 -0.885876 -0.46307 6.18 0.42142
269 0 -0.000210017 6.10352e-06 0 -0.229427 0.399767 -0.88744 6.18 1.57889
270 0 -0.000210017 6.10352e-06 0 0.244316 0.523496 0.816249 6.18 0.479151
271 0 -0.000210017 6.10352e-06 0 -0.245757 0.937234 -0.247379 6.18 0.384675
272 0 -0.000210017 6.10352e-06 0 0.242248 -0.911991 0.331041 6.18 1.05656
273 0 -0.000210017 6.10352e-06 0 -0.265528 0.0341484 -0.963498 6.18 0.774639
274 0 -0.000210017 6.10352e-06 0 0.959696 -0.195023 -0.20236 6.18 1.18721
275 0 -0.000210017 6.10352e-06 0 -0.172852 -0.754729 0.632855 6.18 0.358747
276 0 -0.000210017 6.10352e-06 0 0.0153871 0.76293 -0.646298 6.18 0.39552
277 0 -0.000210017 6.10352e-06 0 -0.186589 -0.62136 0.760984 6.18 0.503583
278 0 -0.000210017 6.10352e-06 0 -0.331179 -0.649653 0.684303 6.18 1.29349
279 0 -0.000210017 6.10352e-06 0 0.396504 -0.73654 -0.54799 6.18 0.933267
280 0 -0.000210017 6.10352e-06 0 0.325087 -0.927964 -0.182212 6.18 0.532605
281 0 -0.000210017 6.10352e-06 0 -0.104658 -0.903226 0.416209 6.18 1.23764
282 0 -0.000210017 6.10352e-06 0 0.906042 -0.386749 0.171796 6.18 0.833558
283 0 -0.000210017 6.10352e-06 0 0.475015 0.876714 -0.0757143 6.18 1.04705
284 0 -0.000210017 6.10352e-06 0 -0.334335 0.828893 0.448504 6.18 1.97855
285 0 -0.000210017 6.10352e-06 0 0.0633577 -0.541636 0.838222 6.18 0.184103
286 0 -0.000210017 6.10352e-06 0 -0.871111 0.18132 0.456387 6.18 0.568825
287 0 -0.000210017 6.10352e-06 0 -0.339642 0.580794 -0.739812 6.18 1.53633
288 0 -0.000210017 6.10352e-06 0 0.268692 -0.433943 -0.859941 6.18 0.536154
289 0 -0.000210017 6.10352e-06 0 0.30133 0.89628 0.325395 6.18 0.11191
290 0 -0.000210017 6.10352e-06 0 -0.625833 0.574669 0.527341 6.18 0.41895
291 0 -0.000210017 6.10352e-06 0 -0.323013 -0.927275 -0.189271 6.18 0.570903
292 0 -0.000210017 6.10352e-06 0 -0.266815 -0.953061 -0.143126 6.18 0.538366
293 0 -0.000210017 6.10352e-06 0 -0.96677 0.000922535 -0.255645 6.18 0.211733
294 0 -0.000210017 6.10352e-06 0 0.591159 -0.519564 -0.616915 6.18 0.269322
